date,price,heightest_price,lowest_price
"104/01/09","9247.40","9284.57","9215.58","9215.58",
"104/01/12","9198.02","9229.65","9178.30","9178.30",
"104/01/13","9162.77","9253.82","9161.71","9231.80",
"104/01/14","9235.90","9242.20","9161.71","9180.23",
"104/01/15","9197.32","9219.43","9149.10","9165.09",
"104/01/16","9245.77","9256.86","9109.46","9138.29",
"104/01/19","9183.76","9247.09","9151.82","9174.06",
"104/01/20","9188.76","9259.31","9177.48","9251.69",
"104/01/21","9283.79","9319.71","9275.68","9319.71",
"104/01/22","9336.81","9386.56","9336.81","9369.51",
"104/01/23","9422.00","9471.80","9422.00","9470.94",
"104/01/26","9474.56","9478.53","9436.47","9477.67",
"104/01/27","9505.56","9523.73","9471.19","9521.59",
"104/01/28","9503.20","9515.29","9471.31","9510.92",
"104/01/29","9479.36","9482.13","9403.75","9426.90",
"104/01/30","9452.85","9466.65","9361.91","9361.91",
"104/02/02","9368.83","9410.43","9352.19","9386.99",
"104/02/03","9394.47","9460.17","9394.47","9448.73",
"104/02/04","9477.52","9533.88","9477.52","9513.92",
"104/02/05","9511.06","9517.42","9472.42","9512.05",
"104/02/06","9521.88","9521.88","9448.65","9456.18",
"104/02/09","9465.12","9465.12","9413.18","9421.50",
"104/02/10","9405.59","9435.07","9390.13","9393.70",
"104/02/11","9430.17","9488.72","9430.17","9462.22",
"104/02/12","9496.39","9500.35","9447.19","9496.31",
"104/02/13","9500.04","9542.09","9499.97","9529.51",
"104/02/24","9582.39","9638.48","9582.39","9629.37",
"104/02/25","9655.72","9699.54","9653.77","9699.54",
"104/02/26","9687.48","9688.07","9610.59","9622.10",
"104/03/02","9665.11","9690.43","9588.36","9601.36",
"104/03/03","9628.06","9642.95","9571.64","9605.77",
"104/03/04","9596.24","9635.18","9580.78","9621.73",
"104/03/05","9627.04","9631.04","9564.44","9595.09",
"104/03/06","9587.59","9645.77","9574.55","9645.77",
"104/03/09","9617.04","9617.04","9549.76","9562.98",
"104/03/10","9566.25","9583.78","9520.33","9536.53",
"104/03/11","9503.28","9561.81","9472.54","9523.18",
"104/03/12","9537.23","9608.02","9530.74","9596.00",
"104/03/13","9608.44","9633.51","9579.35","9579.35",
"104/03/16","9583.45","9590.76","9512.91","9512.91",
"104/03/17","9555.10","9629.80","9539.44","9539.44",
"104/03/18","9563.74","9653.43","9561.50","9653.43",
"104/03/19","9668.01","9745.59","9668.01","9736.73",
"104/03/20","9706.35","9749.69","9705.32","9749.69",
"104/03/23","9759.88","9775.63","9729.81","9758.09",
"104/03/24","9759.96","9768.71","9701.33","9731.66",
"104/03/25","9739.25","9743.58","9653.47","9667.83",
"104/03/26","9579.63","9619.12","9540.03","9619.12",
"104/03/27","9593.07","9608.44","9503.72","9503.72",
"104/03/30","9533.38","9556.25","9503.53","9521.87",
"104/03/31","9568.38","9594.75","9527.87","9586.44",
"104/04/01","9575.11","9575.11","9503.53","9507.66",
"104/04/02","9535.98","9628.95","9535.98","9600.32",
"104/04/07","9619.97","9653.97","9613.33","9641.90",
"104/04/08","9646.07","9654.67","9562.00","9571.97",
"104/04/09","9597.21","9663.05","9559.71","9568.04",
"104/04/10","9626.88","9648.34","9582.84","9617.70",
"104/04/13","9622.64","9666.52","9622.59","9666.52",
"104/04/14","9646.28","9664.10","9631.19","9642.22",
"104/04/15","9629.70","9654.15","9508.14","9540.06",
"104/04/16","9578.71","9656.87","9578.71","9656.87",
"104/04/17","9608.60","9615.52","9570.93","9570.93",
"104/04/20","9541.83","9572.65","9508.57","9552.85",
"104/04/21","9554.80","9598.86","9512.64","9533.98",
"104/04/22","9549.61","9630.79","9549.61","9613.00",
"104/04/23","9655.30","9814.88","9655.30","9797.49",
"104/04/24","9839.71","9961.31","9839.71","9913.28",
"104/04/27","9941.18","10002.58","9937.04","9973.12",
"104/04/28","9998.08","10014.28","9918.01","9956.83",
"104/04/29","9934.82","9978.87","9842.50","9853.83",
"104/04/30","9841.15","9894.90","9820.05","9820.05",
"104/05/04","9853.51","9871.65","9800.48","9845.04",
"104/05/05","9849.13","9855.64","9788.13","9820.13",
"104/05/06","9780.39","9829.43","9735.94","9818.20",
"104/05/07","9789.82","9789.82","9704.11","9704.11",
"104/05/08","9724.29","9760.51","9692.00","9692.00",
"104/05/11","9763.94","9797.19","9635.88","9663.72",
"104/05/12","9637.71","9702.67","9637.21","9680.73",
"104/05/13","9697.17","9743.33","9687.66","9724.11",
"104/05/14","9730.33","9734.55","9600.24","9610.83",
"104/05/15","9638.06","9644.83","9552.86","9579.48",
"104/05/18","9603.75","9612.44","9550.76","9606.10",
"104/05/19","9623.95","9722.80","9623.95","9716.77",
"104/05/20","9726.02","9736.09","9662.86","9685.31",
"104/05/21","9647.53","9647.53","9536.16","9578.56",
"104/05/22","9606.51","9674.77","9606.51","9638.80",
"104/05/25","9654.28","9654.28","9589.32","9645.17",
"104/05/26","9688.31","9724.36","9649.62","9669.41",
"104/05/27","9666.89","9710.29","9648.71","9693.54",
"104/05/28","9741.57","9766.21","9704.93","9712.84",
"104/05/29","9727.59","9747.27","9693.00","9701.07",
"104/06/01","9688.13","9692.34","9589.09","9625.69",
"104/06/02","9619.88","9657.02","9584.56","9614.26",
"104/06/03","9617.75","9645.48","9550.44","9556.52",
"104/06/04","9537.09","9558.77","9325.01","9348.63",
"104/06/05","9328.02","9371.41","9272.94","9340.13",
"104/06/08","9324.22","9419.22","9258.98","9368.43",
"104/06/09","9346.11","9363.52","9191.87","9191.87",
"104/06/10","9246.66","9334.50","9246.66","9298.50",
"104/06/11","9330.99","9358.48","9251.18","9302.49",
"104/06/12","9304.75","9339.33","9263.41","9301.93",
"104/06/15","9304.66","9324.94","9252.34","9259.48",
"104/06/16","9272.70","9272.70","9177.95","9212.78",
"104/06/17","9232.81","9242.22","9170.09","9189.83",
"104/06/18","9189.44","9243.84","9187.87","9218.37",
"104/06/22","9247.76","9371.48","9247.76","9341.77",
"104/06/23","9375.78","9438.39","9375.78","9391.14",
"104/06/24","9390.27","9409.44","9364.38","9397.31",
"104/06/25","9415.78","9500.57","9415.78","9476.34",
"104/06/26","9481.95","9489.91","9442.94","9462.57",
"104/06/29","9358.96","9358.96","9227.11","9236.10",
"104/06/30","9223.27","9323.02","9204.45","9323.02",
"104/07/01","9311.76","9404.76","9298.36","9375.23",
"104/07/02","9372.46","9400.68","9350.05","9379.24",
"104/07/03","9369.50","9369.50","9265.14","9358.23",
"104/07/06","9309.86","9347.54","9255.96","9255.96",
"104/07/07","9278.33","9332.97","9244.46","9250.16",
"104/07/08","9225.91","9225.91","8946.75","8976.11",
"104/07/09","8861.28","8946.24","8750.92","8914.13",
"104/07/13","8946.72","9041.88","8946.72","9033.92",
"104/07/14","9061.58","9124.76","9041.76","9041.76",
"104/07/15","9063.54","9089.47","9005.10","9054.20",
"104/07/16","9062.76","9085.31","9021.82","9042.21",
"104/07/17","9060.92","9079.23","9018.00","9045.98",
"104/07/20","9085.00","9124.88","8952.64","8975.00",
"104/07/21","8997.56","9010.71","8940.38","9005.96",
"104/07/22","8955.59","8968.39","8896.10","8918.70",
"104/07/23","8865.36","8895.88","8751.71","8791.12",
"104/07/24","8809.65","8811.76","8733.43","8767.86",
"104/07/27","8733.24","8733.24","8553.09","8556.68",
"104/07/28","8566.42","8635.88","8532.00","8582.49",
"104/07/29","8587.70","8619.41","8516.23","8563.48",
"104/07/30","8567.23","8697.18","8567.23","8651.49",
"104/07/31","8670.92","8676.29","8591.37","8665.34",
"104/08/03","8636.53","8636.53","8482.92","8524.41",
"104/08/04","8538.44","8590.30","8433.92","8510.86",
"104/08/05","8504.94","8563.01","8486.27","8542.27",
"104/08/06","8564.55","8586.24","8404.67","8449.56",
"104/08/07","8409.01","8458.04","8368.40","8442.29",
"104/08/10","8410.63","8484.18","8374.08","8466.84",
"104/08/11","8542.13","8586.22","8393.08","8394.14",
"104/08/12","8365.15","8376.59","8235.95","8283.38",
"104/08/13","8284.96","8348.39","8271.69","8311.74",
"104/08/14","8315.14","8343.98","8283.35","8305.64",
"104/08/17","8307.90","8308.54","8213.42","8213.42",
"104/08/18","8237.08","8277.22","8166.77","8177.22",
"104/08/19","8182.81","8182.81","7987.57","8021.84",
"104/08/20","8008.68","8063.80","7951.72","8029.81",
"104/08/21","7941.95","7941.95","7786.92","7786.92",
"104/08/24","7719.63","7719.63","7203.07","7410.34",
"104/08/25","7427.36","7677.93","7368.47","7675.64",
"104/08/26","7636.12","7762.45","7547.61","7715.59",
"104/08/27","7762.63","7856.40","7762.63","7824.55",
"104/08/28","7923.77","8039.76","7923.77","8019.18",
"104/08/31","8026.62","8174.92","7961.77","8174.92",
"104/09/01","8117.50","8119.90","8002.18","8017.56",
"104/09/02","7970.40","8068.06","7907.31","8035.29",
"104/09/03","8071.37","8101.13","8007.48","8095.95",
"104/09/04","8087.62","8128.23","7990.86","8000.60",
"104/09/07","7990.76","8053.20","7957.80","7986.56",
"104/09/08","7993.10","8031.26","7978.78","8001.50",
"104/09/09","8097.22","8296.13","8097.22","8286.92",
"104/09/10","8247.64","8274.82","8214.50","8268.68",
"104/09/11","8271.25","8313.18","8233.14","8305.82",
"104/09/14","8332.57","8360.03","8259.31","8307.29",
"104/09/15","8320.22","8327.95","8226.07","8259.99",
"104/09/16","8298.13","8342.36","8276.94","8333.29",
"104/09/17","8377.31","8467.15","8377.31","8445.50",
"104/09/18","8427.52","8488.53","8399.71","8462.14",
"104/09/21","8404.50","8404.50","8285.43","8307.04",
"104/09/22","8331.44","8365.92","8325.78","8365.92",
"104/09/23","8310.82","8310.82","8186.22","8193.42",
"104/09/24","8224.23","8257.14","8101.90","8123.10",
"104/09/25","8131.49","8152.50","8061.87","8132.35",
"104/09/30","8097.15","8181.24","8059.68","8181.24",
"104/10/01","8194.30","8317.79","8170.78","8295.94",
"104/10/02","8290.43","8320.66","8253.75","8305.03",
"104/10/05","8342.99","8364.59","8316.83","8352.36",
"104/10/06","8409.31","8482.83","8390.89","8394.10",
"104/10/07","8398.53","8495.23","8385.04","8495.23",
"104/10/08","8528.46","8544.93","8434.50","8445.96",
"104/10/12","8478.34","8578.22","8478.34","8573.72",
"104/10/13","8571.57","8574.11","8518.41","8567.92",
"104/10/14","8545.14","8553.87","8515.53","8522.51",
"104/10/15","8573.38","8652.47","8573.38","8601.52",
