年度,性別,縣市,癌別,WHO2000年人口標準化發生率(每10萬人口),粗發生率(每10萬人口)
1997,男,屏東縣,主唾液腺,0.35,0.42
1997,男,花蓮縣,主唾液腺,1.45,1.05
1997,男,台東縣,主唾液腺,1.09,1.47
1997,女,全國,主唾液腺,0.42,0.43
1997,女,台北市,主唾液腺,0.43,0.46
1997,女,台中市,主唾液腺,0.45,0.52
1997,女,台南市,主唾液腺,0.2,0.23
1997,女,高雄市,主唾液腺,0.42,0.46
1997,女,基隆市,主唾液腺,0.58,0.54
1997,女,新北市,主唾液腺,0.45,0.41
1997,女,桃園縣,主唾液腺,0.31,0.26
1997,女,新竹縣,主唾液腺,0.5,0.5
1997,女,苗栗縣,主唾液腺,0.38,0.38
1997,女,彰化縣,主唾液腺,0.56,0.48
1997,女,南投縣,主唾液腺,0.68,0.77
1997,女,雲林縣,主唾液腺,0.92,1.13
1997,女,屏東縣,主唾液腺,0.21,0.23
1997,女,台東縣,主唾液腺,2.37,2.57
1998,不分男女,全國,主唾液腺,0.58,0.59
1998,不分男女,台北市,主唾液腺,0.52,0.57
1998,不分男女,台中市,主唾液腺,0.36,0.34
1998,不分男女,台南市,主唾液腺,0.95,0.93
1998,不分男女,高雄市,主唾液腺,0.74,0.71
1998,不分男女,基隆市,主唾液腺,0.61,0.79
1998,不分男女,新竹市,主唾液腺,1.13,1.12
1998,不分男女,嘉義市,主唾液腺,0.69,0.76
1998,不分男女,新北市,主唾液腺,0.73,0.66
1998,不分男女,桃園縣,主唾液腺,0.92,0.85
1998,不分男女,新竹縣,主唾液腺,0.39,0.47
1998,不分男女,宜蘭縣,主唾液腺,0.39,0.43
1998,不分男女,苗栗縣,主唾液腺,0.14,0.18
1998,不分男女,彰化縣,主唾液腺,0.58,0.61
1998,不分男女,南投縣,主唾液腺,0.42,0.37
1998,不分男女,雲林縣,主唾液腺,0.1,0.13
1998,不分男女,嘉義縣,主唾液腺,0.25,0.35
1998,不分男女,屏東縣,主唾液腺,0.12,0.11
1998,不分男女,花蓮縣,主唾液腺,0.6,0.56
1998,不分男女,台東縣,主唾液腺,0.87,0.8
1998,男,全國,主唾液腺,0.7,0.71
1998,男,台北市,主唾液腺,0.64,0.69
1998,男,台中市,主唾液腺,0.45,0.41
1998,男,台南市,主唾液腺,1.41,1.28
1998,男,高雄市,主唾液腺,0.78,0.8
1998,男,基隆市,主唾液腺,0.8,1.02
1998,男,新竹市,主唾液腺,0.56,0.55
1998,男,嘉義市,主唾液腺,0.7,0.75
1998,男,新北市,主唾液腺,0.67,0.63
1998,男,桃園縣,主唾液腺,1.49,1.53
1998,男,新竹縣,主唾液腺,0.37,0.44
1998,男,宜蘭縣,主唾液腺,0.37,0.41
1998,男,彰化縣,主唾液腺,0.68,0.74
1998,男,南投縣,主唾液腺,0.4,0.35
1998,男,雲林縣,主唾液腺,0.2,0.25
1998,男,嘉義縣,主唾液腺,0.51,0.67
1998,男,屏東縣,主唾液腺,0.22,0.21
1998,男,台東縣,主唾液腺,1.66,1.49
1998,女,全國,主唾液腺,0.45,0.46
1998,女,台北市,主唾液腺,0.4,0.45
1998,女,台中市,主唾液腺,0.26,0.26
1998,女,台南市,主唾液腺,0.54,0.56
1998,女,高雄市,主唾液腺,0.66,0.61
1998,女,基隆市,主唾液腺,0.42,0.54
1998,女,新竹市,主唾液腺,1.63,1.73
1998,女,嘉義市,主唾液腺,0.73,0.77
1998,女,新北市,主唾液腺,0.78,0.7
1998,女,桃園縣,主唾液腺,0.17,0.13
1998,女,新竹縣,主唾液腺,0.43,0.49
1998,女,宜蘭縣,主唾液腺,0.42,0.45
1998,女,苗栗縣,主唾液腺,0.29,0.38
1998,女,彰化縣,主唾液腺,0.47,0.48
1998,女,南投縣,主唾液腺,0.49,0.38
1998,女,花蓮縣,主唾液腺,1.26,1.2
1999,不分男女,全國,主唾液腺,0.74,0.76
1999,不分男女,台北市,主唾液腺,0.79,0.87
1999,不分男女,台中市,主唾液腺,0.75,0.74
1999,不分男女,台南市,主唾液腺,0.67,0.76
1999,不分男女,高雄市,主唾液腺,0.96,0.92
1999,不分男女,基隆市,主唾液腺,0.7,0.78
1999,不分男女,新竹市,主唾液腺,0.95,0.83
1999,不分男女,嘉義市,主唾液腺,0.77,0.75
1999,不分男女,新北市,主唾液腺,0.58,0.57
1999,不分男女,桃園縣,主唾液腺,0.82,0.71
1999,不分男女,新竹縣,主唾液腺,0.21,0.23
1999,不分男女,宜蘭縣,主唾液腺,0.58,0.65
1999,不分男女,苗栗縣,主唾液腺,0.29,0.36
1999,不分男女,彰化縣,主唾液腺,0.74,0.77
1999,不分男女,南投縣,主唾液腺,1.12,1.29
1999,不分男女,雲林縣,主唾液腺,0.73,0.8
1999,不分男女,嘉義縣,主唾液腺,0.76,0.89
1999,不分男女,屏東縣,主唾液腺,0.86,0.99
1999,不分男女,花蓮縣,主唾液腺,0.2,0.28
1999,不分男女,台東縣,主唾液腺,1.12,1.21
1999,不分男女,金門縣,主唾液腺,1.44,1.93
1999,男,全國,主唾液腺,0.89,0.9
1999,男,台北市,主唾液腺,1.08,1.15
1999,男,台中市,主唾液腺,0.45,0.49
1999,男,台南市,主唾液腺,0.39,0.43
1999,男,高雄市,主唾液腺,1.28,1.23
1999,男,基隆市,主唾液腺,0.43,0.51
1999,男,新竹市,主唾液腺,1.11,1.08
1999,男,嘉義市,主唾液腺,1.58,1.5
1999,男,新北市,主唾液腺,0.57,0.51
1999,男,桃園縣,主唾液腺,1.37,1.15
1999,男,新竹縣,主唾液腺,0.39,0.44
1999,男,宜蘭縣,主唾液腺,0.37,0.42
1999,男,苗栗縣,主唾液腺,0.58,0.68
1999,男,彰化縣,主唾液腺,1.15,1.18
1999,男,南投縣,主唾液腺,0.9,1.06
1999,男,雲林縣,主唾液腺,0.98,1.01
1999,男,嘉義縣,主唾液腺,1.45,1.68
1999,男,屏東縣,主唾液腺,1.43,1.68
1999,男,花蓮縣,主唾液腺,0.32,0.53
1999,男,台東縣,主唾液腺,1.48,1.5
1999,男,金門縣,主唾液腺,2.44,3.75
1999,女,全國,主唾液腺,0.59,0.61
1999,女,台北市,主唾液腺,0.53,0.6
1999,女,台中市,主唾液腺,1.01,1
1999,女,台南市,主唾液腺,0.98,1.12
1999,女,高雄市,主唾液腺,0.61,0.61
1999,女,基隆市,主唾液腺,1.01,1.07
1999,女,新竹市,主唾液腺,0.72,0.56
1999,女,新北市,主唾液腺,0.59,0.63
1999,女,桃園縣,主唾液腺,0.28,0.24
1999,女,宜蘭縣,主唾液腺,0.8,0.89
1999,女,彰化縣,主唾液腺,0.28,0.32
1999,女,南投縣,主唾液腺,1.35,1.54
1999,女,雲林縣,主唾液腺,0.46,0.57
1999,女,屏東縣,主唾液腺,0.2,0.23
1999,女,台東縣,主唾液腺,0.79,0.87
2000,不分男女,全國,主唾液腺,0.69,0.7
2000,不分男女,台北市,主唾液腺,0.88,0.98
2000,不分男女,台中市,主唾液腺,0.67,0.61
2000,不分男女,台南市,主唾液腺,0.92,0.92
2000,不分男女,高雄市,主唾液腺,0.51,0.51
2000,不分男女,基隆市,主唾液腺,0.34,0.26
2000,不分男女,新竹市,主唾液腺,0.32,0.27
2000,不分男女,嘉義市,主唾液腺,0.31,0.38
2000,不分男女,新北市,主唾液腺,1.02,0.9
2000,不分男女,桃園縣,主唾液腺,0.63,0.58
2000,不分男女,新竹縣,主唾液腺,0.2,0.23
2000,不分男女,宜蘭縣,主唾液腺,0.96,1.07
2000,不分男女,苗栗縣,主唾液腺,0.68,0.71
2000,不分男女,彰化縣,主唾液腺,0.76,0.76
2000,不分男女,南投縣,主唾液腺,0.85,0.92
2000,不分男女,雲林縣,主唾液腺,0.14,0.13
2000,不分男女,嘉義縣,主唾液腺,0.35,0.36
2000,不分男女,屏東縣,主唾液腺,0.73,0.77
2000,不分男女,花蓮縣,主唾液腺,0.72,0.85
2000,男,全國,主唾液腺,0.75,0.75
2000,男,台北市,主唾液腺,1.01,1.15
2000,男,台中市,主唾液腺,0.85,0.72
2000,男,台南市,主唾液腺,1.09,1.06
2000,男,高雄市,主唾液腺,0.58,0.57
2000,男,基隆市,主唾液腺,0.7,0.5
2000,男,新竹市,主唾液腺,0.65,0.53
2000,男,嘉義市,主唾液腺,0.63,0.75
2000,男,新北市,主唾液腺,1.12,1
2000,男,桃園縣,主唾液腺,0.7,0.67
2000,男,宜蘭縣,主唾液腺,0.69,0.83
2000,男,苗栗縣,主唾液腺,0.3,0.34
2000,男,彰化縣,主唾液腺,0.83,0.88
2000,男,南投縣,主唾液腺,0.68,0.71
2000,男,雲林縣,主唾液腺,0.27,0.25
2000,男,嘉義縣,主唾液腺,0.29,0.34
2000,男,屏東縣,主唾液腺,0.66,0.63
2000,男,花蓮縣,主唾液腺,0.46,0.53
2000,女,全國,主唾液腺,0.61,0.63
2000,女,台北市,主唾液腺,0.7,0.82
2000,女,台中市,主唾液腺,0.49,0.49
2000,女,台南市,主唾液腺,0.74,0.78
2000,女,高雄市,主唾液腺,0.45,0.45
2000,女,新北市,主唾液腺,0.87,0.79
2000,女,桃園縣,主唾液腺,0.5,0.48
2000,女,新竹縣,主唾液腺,0.45,0.48
2000,女,宜蘭縣,主唾液腺,1.26,1.34
2000,女,苗栗縣,主唾液腺,1.09,1.13
2000,女,彰化縣,主唾液腺,0.67,0.63
2000,女,南投縣,主唾液腺,1.07,1.16
2000,女,嘉義縣,主唾液腺,0.38,0.38
2000,女,屏東縣,主唾液腺,0.82,0.92
2000,女,花蓮縣,主唾液腺,1,1.2
2001,不分男女,全國,主唾液腺,0.81,0.86
2001,不分男女,台北市,主唾液腺,0.9,0.99
2001,不分男女,台中市,主唾液腺,1.15,1.05
2001,不分男女,台南市,主唾液腺,1.14,1.3
2001,不分男女,高雄市,主唾液腺,0.64,0.7
2001,不分男女,基隆市,主唾液腺,0.64,0.77
2001,不分男女,新竹市,主唾液腺,0.21,0.27
2001,不分男女,嘉義市,主唾液腺,0.35,0.37
2001,不分男女,新北市,主唾液腺,1,0.94
2001,不分男女,桃園縣,主唾液腺,0.91,0.96
2001,不分男女,新竹縣,主唾液腺,0.85,0.9
2001,不分男女,宜蘭縣,主唾液腺,0.23,0.21
2001,不分男女,苗栗縣,主唾液腺,0.88,1.07
2001,不分男女,彰化縣,主唾液腺,0.77,0.84
2001,不分男女,南投縣,主唾液腺,0.31,0.37
2001,不分男女,雲林縣,主唾液腺,0.3,0.4
2001,不分男女,嘉義縣,主唾液腺,0.48,0.71
2001,不分男女,屏東縣,主唾液腺,0.76,0.77
2001,不分男女,澎湖縣,主唾液腺,1.91,2.17
2001,不分男女,台東縣,主唾液腺,0.75,0.82
2001,男,全國,主唾液腺,0.8,0.85
2001,男,台北市,主唾液腺,0.74,0.92
2001,男,台中市,主唾液腺,1.11,0.96
2001,男,台南市,主唾液腺,1.33,1.48
2001,男,高雄市,主唾液腺,0.76,0.79
2001,男,嘉義市,主唾液腺,0.72,0.74
2001,男,新北市,主唾液腺,1.05,0.88
2001,男,桃園縣,主唾液腺,1.15,1.22
2001,男,新竹縣,主唾液腺,1.25,1.29
2001,男,苗栗縣,主唾液腺,0.52,0.68
2001,男,彰化縣,主唾液腺,0.7,0.73
2001,男,南投縣,主唾液腺,0.31,0.35
2001,男,雲林縣,主唾液腺,0.41,0.51
2001,男,嘉義縣,主唾液腺,0.76,1.01
2001,男,屏東縣,主唾液腺,0.53,0.63
2001,男,台東縣,主唾液腺,0.81,0.76
2001,女,全國,主唾液腺,0.82,0.88
2001,女,台北市,主唾液腺,1.05,1.05
2001,女,台中市,主唾液腺,1.18,1.14
2001,女,台南市,主唾液腺,0.95,1.11
2001,女,高雄市,主唾液腺,0.56,0.6
2001,女,基隆市,主唾液腺,1.36,1.57
2001,女,新竹市,主唾液腺,0.43,0.55
2001,女,新北市,主唾液腺,0.98,1.01
2001,女,桃園縣,主唾液腺,0.7,0.7
2001,女,新竹縣,主唾液腺,0.43,0.47
2001,女,宜蘭縣,主唾液腺,0.47,0.44
2001,女,苗栗縣,主唾液腺,1.29,1.5
2001,女,彰化縣,主唾液腺,0.91,0.95
2001,女,南投縣,主唾液腺,0.27,0.39
2001,女,雲林縣,主唾液腺,0.16,0.28
2001,女,嘉義縣,主唾液腺,0.23,0.38
2001,女,屏東縣,主唾液腺,0.98,0.92
2001,女,澎湖縣,主唾液腺,4.05,4.53
2001,女,台東縣,主唾液腺,0.68,0.88
2002,不分男女,全國,主唾液腺,0.7,0.77
2002,不分男女,台北市,主唾液腺,1.15,1.29
2002,不分男女,台中市,主唾液腺,0.81,0.76
2002,不分男女,台南市,主唾液腺,0.4,0.49
2002,不分男女,高雄市,主唾液腺,0.59,0.66
2002,不分男女,基隆市,主唾液腺,0.45,0.51
2002,不分男女,新竹市,主唾液腺,0.65,0.79
2002,不分男女,嘉義市,主唾液腺,0.68,0.75
2002,不分男女,新北市,主唾液腺,0.83,0.8
2002,不分男女,桃園縣,主唾液腺,0.77,0.73
2002,不分男女,新竹縣,主唾液腺,0.84,0.88
2002,不分男女,宜蘭縣,主唾液腺,0.15,0.22
2002,不分男女,苗栗縣,主唾液腺,0.62,0.71
2002,不分男女,彰化縣,主唾液腺,0.62,0.68
2002,不分男女,南投縣,主唾液腺,0.62,0.74
2002,不分男女,雲林縣,主唾液腺,0.8,0.94
2002,不分男女,嘉義縣,主唾液腺,0.93,1.24
2002,不分男女,屏東縣,主唾液腺,0.51,0.55
2002,不分男女,澎湖縣,主唾液腺,0.55,1.08
2002,不分男女,花蓮縣,主唾液腺,0.23,0.28
2002,不分男女,台東縣,主唾液腺,0.77,0.82
2002,男,全國,主唾液腺,0.8,0.87
2002,男,台北市,主唾液腺,1.32,1.54
2002,男,台中市,主唾液腺,0.78,0.71
2002,男,台南市,主唾液腺,0.5,0.63
2002,男,高雄市,主唾液腺,0.27,0.29
2002,男,基隆市,主唾液腺,0.45,0.5
2002,男,新竹市,主唾液腺,0.86,1.04
2002,男,嘉義市,主唾液腺,0.65,0.74
2002,男,新北市,主唾液腺,1.04,0.98
2002,男,桃園縣,主唾液腺,1.34,1.2
2002,男,新竹縣,主唾液腺,1.28,1.27
2002,男,苗栗縣,主唾液腺,0.66,0.68
2002,男,彰化縣,主唾液腺,0.77,0.88
2002,男,南投縣,主唾液腺,1.22,1.42
2002,男,雲林縣,主唾液腺,0.9,1.02
2002,男,嘉義縣,主唾液腺,1.27,1.69
2002,男,屏東縣,主唾液腺,0.55,0.64
2002,男,花蓮縣,主唾液腺,0.44,0.54
2002,女,全國,主唾液腺,0.61,0.67
2002,女,台北市,主唾液腺,1,1.04
2002,女,台中市,主唾液腺,0.83,0.8
2002,女,台南市,主唾液腺,0.29,0.33
2002,女,高雄市,主唾液腺,0.91,1.04
2002,女,基隆市,主唾液腺,0.44,0.52
2002,女,新竹市,主唾液腺,0.49,0.54
2002,女,嘉義市,主唾液腺,0.7,0.75
2002,女,新北市,主唾液腺,0.6,0.61
2002,女,桃園縣,主唾液腺,0.24,0.23
2002,女,新竹縣,主唾液腺,0.41,0.46
2002,女,宜蘭縣,主唾液腺,0.32,0.45
2002,女,苗栗縣,主唾液腺,0.6,0.75
2002,女,彰化縣,主唾液腺,0.45,0.47
2002,女,雲林縣,主唾液腺,0.63,0.85
2002,女,嘉義縣,主唾液腺,0.61,0.75
2002,女,屏東縣,主唾液腺,0.46,0.46
2002,女,澎湖縣,主唾液腺,1.16,2.26
2002,女,台東縣,主唾液腺,1.55,1.76
2003,不分男女,全國,主唾液腺,0.64,0.71
2003,不分男女,台北市,主唾液腺,0.56,0.61
2003,不分男女,台中市,主唾液腺,0.49,0.47
2003,不分男女,台南市,主唾液腺,0.53,0.65
2003,不分男女,高雄市,主唾液腺,0.78,0.84
2003,不分男女,基隆市,主唾液腺,0.65,0.51
2003,不分男女,新竹市,主唾液腺,0.98,1.04
2003,不分男女,新北市,主唾液腺,0.62,0.63
2003,不分男女,桃園縣,主唾液腺,0.64,0.71
2003,不分男女,新竹縣,主唾液腺,0.77,0.87
2003,不分男女,宜蘭縣,主唾液腺,0.68,0.86
2003,不分男女,苗栗縣,主唾液腺,0.59,0.71
2003,不分男女,彰化縣,主唾液腺,0.83,0.91
2003,不分男女,南投縣,主唾液腺,1.04,1.3
2003,不分男女,雲林縣,主唾液腺,0.78,0.95
2003,不分男女,嘉義縣,主唾液腺,0.81,1.07
2003,不分男女,屏東縣,主唾液腺,0.51,0.66
2003,不分男女,澎湖縣,主唾液腺,0.75,1.08
2003,不分男女,花蓮縣,主唾液腺,0.73,0.85
2003,不分男女,台東縣,主唾液腺,0.23,0.41
2003,男,全國,主唾液腺,0.81,0.89
2003,男,台北市,主唾液腺,0.56,0.54
2003,男,台中市,主唾液腺,0.67,0.71
2003,男,台南市,主唾液腺,0.79,0.95
2003,男,高雄市,主唾液腺,0.88,0.93
2003,男,基隆市,主唾液腺,0.67,0.5
2003,男,新竹市,主唾液腺,0.81,1.03
2003,男,新北市,主唾液腺,0.86,0.86
2003,男,桃園縣,主唾液腺,0.51,0.64
2003,男,新竹縣,主唾液腺,0.75,0.84
2003,男,宜蘭縣,主唾液腺,0.99,1.26
2003,男,苗栗縣,主唾液腺,0.59,0.68
2003,男,彰化縣,主唾液腺,0.97,1.03
2003,男,南投縣,主唾液腺,1.44,1.78
2003,男,雲林縣,主唾液腺,1.45,1.54
2003,男,嘉義縣,主唾液腺,1.1,1.35
2003,男,屏東縣,主唾液腺,0.85,1.06
2003,男,澎湖縣,主唾液腺,1.5,2.09
2003,男,花蓮縣,主唾液腺,1.45,1.62
2003,男,台東縣,主唾液腺,0.39,0.77
2003,女,全國,主唾液腺,0.47,0.52
2003,女,台北市,主唾液腺,0.57,0.67
2003,女,台中市,主唾液腺,0.27,0.24
2003,女,台南市,主唾液腺,0.26,0.33
2003,女,高雄市,主唾液腺,0.66,0.74
2003,女,基隆市,主唾液腺,0.64,0.52
2003,女,新竹市,主唾液腺,1.11,1.06
2003,女,新北市,主唾液腺,0.37,0.38
2003,女,桃園縣,主唾液腺,0.76,0.79
2003,女,新竹縣,主唾液腺,0.78,0.91
2003,女,宜蘭縣,主唾液腺,0.37,0.45
2003,女,苗栗縣,主唾液腺,0.58,0.75
2003,女,彰化縣,主唾液腺,0.68,0.79
2003,女,南投縣,主唾液腺,0.51,0.77
2003,女,雲林縣,主唾液腺,0.15,0.29
2003,女,嘉義縣,主唾液腺,0.55,0.75
2003,女,屏東縣,主唾液腺,0.16,0.23
2004,不分男女,全國,主唾液腺,0.75,0.83
2004,不分男女,台北市,主唾液腺,0.77,0.95
2004,不分男女,台中市,主唾液腺,0.67,0.67
2004,不分男女,台南市,主唾液腺,0.71,0.81
2004,不分男女,高雄市,主唾液腺,0.68,0.76
2004,不分男女,基隆市,主唾液腺,0.63,0.76
2004,不分男女,新竹市,主唾液腺,1.07,1.03
2004,不分男女,嘉義市,主唾液腺,1.36,1.48
2004,不分男女,新北市,主唾液腺,0.72,0.78
2004,不分男女,桃園縣,主唾液腺,1.22,1.19
2004,不分男女,新竹縣,主唾液腺,0.85,1.07
2004,不分男女,宜蘭縣,主唾液腺,1.02,1.08
2004,不分男女,苗栗縣,主唾液腺,1.1,1.25
2004,不分男女,彰化縣,主唾液腺,0.69,0.76
2004,不分男女,南投縣,主唾液腺,0.62,0.74
2004,不分男女,雲林縣,主唾液腺,0.54,0.68
2004,不分男女,嘉義縣,主唾液腺,0.96,1.08
2004,不分男女,屏東縣,主唾液腺,0.27,0.33
2004,不分男女,花蓮縣,主唾液腺,0.66,0.57
2004,不分男女,金門縣,主唾液腺,1.53,1.55
2004,男,全國,主唾液腺,0.77,0.82
2004,男,台北市,主唾液腺,1.07,1.24
2004,男,台中市,主唾液腺,0.63,0.55
2004,男,台南市,主唾液腺,0.65,0.74
2004,男,高雄市,主唾液腺,0.6,0.71
2004,男,基隆市,主唾液腺,1.28,1.5
2004,男,新竹市,主唾液腺,0.87,1.02
2004,男,嘉義市,主唾液腺,1.41,1.48
2004,男,新北市,主唾液腺,0.61,0.64
2004,男,桃園縣,主唾液腺,1.14,1.06
2004,男,新竹縣,主唾液腺,0.95,1.23
2004,男,宜蘭縣,主唾液腺,0.72,0.84
2004,男,苗栗縣,主唾液腺,1.04,1.36
2004,男,彰化縣,主唾液腺,0.81,0.88
2004,男,南投縣,主唾液腺,0.95,1.07
2004,男,雲林縣,主唾液腺,0.69,0.77
2004,男,嘉義縣,主唾液腺,1.21,1.36
2004,男,花蓮縣,主唾液腺,0.61,0.55
2004,女,全國,主唾液腺,0.74,0.83
2004,女,台北市,主唾液腺,0.52,0.67
2004,女,台中市,主唾液腺,0.71,0.79
2004,女,台南市,主唾液腺,0.77,0.88
2004,女,高雄市,主唾液腺,0.74,0.81
2004,女,新竹市,主唾液腺,1.24,1.04
2004,女,嘉義市,主唾液腺,1.33,1.48
2004,女,新北市,主唾液腺,0.82,0.92
2004,女,桃園縣,主唾液腺,1.3,1.32
2004,女,新竹縣,主唾液腺,0.69,0.89
2004,女,宜蘭縣,主唾液腺,1.37,1.34
2004,女,苗栗縣,主唾液腺,1.16,1.12
2004,女,彰化縣,主唾液腺,0.6,0.63
2004,女,南投縣,主唾液腺,0.28,0.39
2004,女,雲林縣,主唾液腺,0.41,0.57
2004,女,嘉義縣,主唾液腺,0.75,0.76
2004,女,屏東縣,主唾液腺,0.56,0.69
2004,女,花蓮縣,主唾液腺,0.75,0.6
2004,女,金門縣,主唾液腺,3.69,3.28
2005,不分男女,全國,主唾液腺,0.72,0.83
2005,不分男女,台北市,主唾液腺,0.46,0.61
2005,不分男女,台中市,主唾液腺,0.82,0.86
2005,不分男女,台南市,主唾液腺,0.73,0.86
2005,不分男女,高雄市,主唾液腺,0.68,0.76
2005,不分男女,基隆市,主唾液腺,0.81,1.02
2005,不分男女,新竹市,主唾液腺,0.38,0.51
2005,不分男女,嘉義市,主唾液腺,0.37,0.37
2005,不分男女,新北市,主唾液腺,0.96,1.02
2005,不分男女,桃園縣,主唾液腺,0.31,0.32
2005,不分男女,宜蘭縣,主唾液腺,1.25,1.3
2005,不分男女,苗栗縣,主唾液腺,0.67,0.71
2005,不分男女,彰化縣,主唾液腺,1.06,1.22
2005,不分男女,南投縣,主唾液腺,1.05,1.3
2005,不分男女,雲林縣,主唾液腺,0.38,0.55
2005,不分男女,嘉義縣,主唾液腺,0.53,0.54
2005,不分男女,屏東縣,主唾液腺,1.38,1.67
2005,不分男女,澎湖縣,主唾液腺,0.8,1.08
2005,不分男女,花蓮縣,主唾液腺,0.93,1.15
2005,不分男女,台東縣,主唾液腺,0.69,0.84
2005,男,全國,主唾液腺,0.82,0.93
2005,男,台北市,主唾液腺,0.43,0.63
2005,男,台中市,主唾液腺,0.74,0.78
2005,男,台南市,主唾液腺,0.92,1.06
2005,男,高雄市,主唾液腺,0.58,0.64
2005,男,基隆市,主唾液腺,1.62,2.01
2005,男,新北市,主唾液腺,1.29,1.39
2005,男,桃園縣,主唾液腺,0.52,0.52
2005,男,宜蘭縣,主唾液腺,1.7,1.69
2005,男,苗栗縣,主唾液腺,0.94,1.02
2005,男,彰化縣,主唾液腺,1.28,1.47
2005,男,南投縣,主唾液腺,0.9,1.07
2005,男,雲林縣,主唾液腺,0.23,0.26
2005,男,嘉義縣,主唾液腺,1.05,1.02
2005,男,屏東縣,主唾液腺,1.49,1.72
2005,男,澎湖縣,主唾液腺,1.6,2.09
2005,男,台東縣,主唾液腺,1.42,1.58
2005,女,全國,主唾液腺,0.62,0.72
2005,女,台北市,主唾液腺,0.5,0.6
2005,女,台中市,主唾液腺,0.89,0.94
2005,女,台南市,主唾液腺,0.54,0.66
2005,女,高雄市,主唾液腺,0.79,0.89
2005,女,新竹市,主唾液腺,0.82,1.03
2005,女,嘉義市,主唾液腺,0.72,0.73
2005,女,新北市,主唾液腺,0.65,0.64
2005,女,桃園縣,主唾液腺,0.09,0.11
2005,女,宜蘭縣,主唾液腺,0.74,0.89
2005,女,苗栗縣,主唾液腺,0.38,0.38
2005,女,彰化縣,主唾液腺,0.85,0.94
2005,女,南投縣,主唾液腺,1.22,1.55
2005,女,雲林縣,主唾液腺,0.51,0.86
2005,女,屏東縣,主唾液腺,1.24,1.62
2005,女,花蓮縣,主唾液腺,1.94,2.41
2006,不分男女,全國,主唾液腺,0.79,0.93
2006,不分男女,台北市,主唾液腺,0.73,0.87
2006,不分男女,台中市,主唾液腺,1,1.08
2006,不分男女,台南市,主唾液腺,0.83,1.02
2006,不分男女,高雄市,主唾液腺,0.63,0.76
2006,不分男女,基隆市,主唾液腺,0.61,0.77
2006,不分男女,新竹市,主唾液腺,0.37,0.51
2006,不分男女,嘉義市,主唾液腺,0.88,1.1
2006,不分男女,新北市,主唾液腺,1.22,1.3
2006,不分男女,桃園縣,主唾液腺,0.94,1.1
2006,不分男女,新竹縣,主唾液腺,0.62,0.62
2006,不分男女,宜蘭縣,主唾液腺,0.83,1.09
2006,不分男女,苗栗縣,主唾液腺,0.83,0.89
2006,不分男女,彰化縣,主唾液腺,0.46,0.53
2006,不分男女,南投縣,主唾液腺,0.41,0.56
2006,不分男女,雲林縣,主唾液腺,0.28,0.41
2006,不分男女,嘉義縣,主唾液腺,0.63,0.9
2006,不分男女,屏東縣,主唾液腺,0.6,0.67
2006,不分男女,花蓮縣,主唾液腺,0.78,0.87
2006,不分男女,台東縣,主唾液腺,0.82,1.27
2006,男,全國,主唾液腺,0.87,1.01
2006,男,台北市,主唾液腺,0.76,0.86
2006,男,台中市,主唾液腺,1,1.08
2006,男,台南市,主唾液腺,0.66,0.84
2006,男,高雄市,主唾液腺,0.81,0.93
2006,男,基隆市,主唾液腺,0.35,0.5
2006,男,新北市,主唾液腺,1.27,1.38
2006,男,桃園縣,主唾液腺,1.08,1.23
2006,男,新竹縣,主唾液腺,0.75,0.79
2006,男,宜蘭縣,主唾液腺,1.35,1.69
2006,男,苗栗縣,主唾液腺,1.25,1.37
2006,男,彰化縣,主唾液腺,0.38,0.44
2006,男,南投縣,主唾液腺,0.21,0.36
2006,男,雲林縣,主唾液腺,0.59,0.78
2006,男,嘉義縣,主唾液腺,1.2,1.72
2006,男,屏東縣,主唾液腺,0.99,1.08
2006,男,花蓮縣,主唾液腺,0.86,1.11
2006,男,台東縣,主唾液腺,1.66,2.4
2006,女,全國,主唾液腺,0.72,0.84
2006,女,台北市,主唾液腺,0.71,0.89
2006,女,台中市,主唾液腺,0.98,1.09
2006,女,台南市,主唾液腺,0.98,1.2
2006,女,高雄市,主唾液腺,0.46,0.59
2006,女,基隆市,主唾液腺,0.85,1.04
2006,女,新竹市,主唾液腺,0.79,1.02
2006,女,嘉義市,主唾液腺,1.68,2.19
2006,女,新北市,主唾液腺,1.17,1.22
2006,女,桃園縣,主唾液腺,0.81,0.96
2006,女,新竹縣,主唾液腺,0.48,0.43
2006,女,宜蘭縣,主唾液腺,0.31,0.45
2006,女,苗栗縣,主唾液腺,0.34,0.37
2006,女,彰化縣,主唾液腺,0.51,0.63
2006,女,南投縣,主唾液腺,0.65,0.78
2006,女,屏東縣,主唾液腺,0.19,0.23
2006,女,花蓮縣,主唾液腺,0.65,0.61
2007,不分男女,全國,主唾液腺,0.71,0.85
2007,不分男女,台北市,主唾液腺,0.65,0.84
2007,不分男女,台中市,主唾液腺,0.97,1.04
2007,不分男女,台南市,主唾液腺,0.88,1.12
2007,不分男女,高雄市,主唾液腺,0.45,0.51
2007,不分男女,基隆市,主唾液腺,0.91,1.02
2007,不分男女,新竹市,主唾液腺,0.89,1
2007,不分男女,嘉義市,主唾液腺,0.33,0.37
2007,不分男女,新北市,主唾液腺,0.82,0.92
2007,不分男女,桃園縣,主唾液腺,0.41,0.41
2007,不分男女,新竹縣,主唾液腺,1.09,1.21
