年度,性別,縣市,癌別,WHO2000年人口標準化發生率(每10萬人口),粗發生率(每10萬人口)
1998,女,彰化縣,膽囊及肝外膽管,2.51,2.71
1998,女,南投縣,膽囊及肝外膽管,2.48,2.69
1998,女,雲林縣,膽囊及肝外膽管,2.36,3.12
1998,女,嘉義縣,膽囊及肝外膽管,1.98,2.62
1998,女,屏東縣,膽囊及肝外膽管,1.09,1.15
1998,女,花蓮縣,膽囊及肝外膽管,2.33,2.39
1998,女,台東縣,膽囊及肝外膽管,0.79,0.87
1999,不分男女,全國,膽囊及肝外膽管,2.73,2.69
1999,不分男女,台北市,膽囊及肝外膽管,2.27,2.5
1999,不分男女,台中市,膽囊及肝外膽管,2.53,2.15
1999,不分男女,台南市,膽囊及肝外膽管,3.7,3.99
1999,不分男女,高雄市,膽囊及肝外膽管,2.84,2.51
1999,不分男女,基隆市,膽囊及肝外膽管,1.69,1.82
1999,不分男女,新竹市,膽囊及肝外膽管,2.07,1.93
1999,不分男女,嘉義市,膽囊及肝外膽管,2.81,2.64
1999,不分男女,新北市,膽囊及肝外膽管,3.37,2.68
1999,不分男女,桃園縣,膽囊及肝外膽管,2.31,2.01
1999,不分男女,新竹縣,膽囊及肝外膽管,1.59,1.61
1999,不分男女,宜蘭縣,膽囊及肝外膽管,3.46,3.87
1999,不分男女,苗栗縣,膽囊及肝外膽管,1.69,1.96
1999,不分男女,彰化縣,膽囊及肝外膽管,3.74,3.91
1999,不分男女,南投縣,膽囊及肝外膽管,2.44,2.76
1999,不分男女,雲林縣,膽囊及肝外膽管,2.54,2.95
1999,不分男女,嘉義縣,膽囊及肝外膽管,2.87,3.73
1999,不分男女,屏東縣,膽囊及肝外膽管,1.43,1.54
1999,不分男女,澎湖縣,膽囊及肝外膽管,5.95,8.99
1999,不分男女,花蓮縣,膽囊及肝外膽管,2.25,3.09
1999,不分男女,台東縣,膽囊及肝外膽管,1.96,2.42
1999,不分男女,金門縣,膽囊及肝外膽管,2.73,3.87
1999,男,全國,膽囊及肝外膽管,2.79,2.76
1999,男,台北市,膽囊及肝外膽管,2.19,2.67
1999,男,台中市,膽囊及肝外膽管,2.33,2.04
1999,男,台南市,膽囊及肝外膽管,3.55,3.73
1999,男,高雄市,膽囊及肝外膽管,3.17,2.81
1999,男,基隆市,膽囊及肝外膽管,1.26,1.52
1999,男,新竹市,膽囊及肝外膽管,2.23,2.16
1999,男,嘉義市,膽囊及肝外膽管,3.43,3
1999,男,新北市,膽囊及肝外膽管,3.41,2.82
1999,男,桃園縣,膽囊及肝外膽管,2.53,2.3
1999,男,新竹縣,膽囊及肝外膽管,0.93,0.88
1999,男,宜蘭縣,膽囊及肝外膽管,4.39,4.57
1999,男,苗栗縣,膽囊及肝外膽管,1.62,1.7
1999,男,彰化縣,膽囊及肝外膽管,3.64,3.4
1999,男,南投縣,膽囊及肝外膽管,3.03,3.17
1999,男,雲林縣,膽囊及肝外膽管,2.74,3.04
1999,男,嘉義縣,膽囊及肝外膽管,2.22,2.69
1999,男,屏東縣,膽囊及肝外膽管,1.34,1.47
1999,男,澎湖縣,膽囊及肝外膽管,8.02,12.84
1999,男,花蓮縣,膽囊及肝外膽管,2.55,4.24
1999,男,台東縣,膽囊及肝外膽管,3.09,3.75
1999,男,金門縣,膽囊及肝外膽管,3.26,3.75
1999,女,全國,膽囊及肝外膽管,2.67,2.62
1999,女,台北市,膽囊及肝外膽管,2.31,2.33
1999,女,台中市,膽囊及肝外膽管,2.78,2.26
1999,女,台南市,膽囊及肝外膽管,3.81,4.25
1999,女,高雄市,膽囊及肝外膽管,2.55,2.2
1999,女,基隆市,膽囊及肝外膽管,2.21,2.13
1999,女,新竹市,膽囊及肝外膽管,1.95,1.69
1999,女,嘉義市,膽囊及肝外膽管,2.22,2.28
1999,女,新北市,膽囊及肝外膽管,3.27,2.53
1999,女,桃園縣,膽囊及肝外膽管,2.23,1.71
1999,女,新竹縣,膽囊及肝外膽管,2.22,2.42
1999,女,宜蘭縣,膽囊及肝外膽管,2.68,3.12
1999,女,苗栗縣,膽囊及肝外膽管,1.65,2.26
1999,女,彰化縣,膽囊及肝外膽管,3.96,4.46
1999,女,南投縣,膽囊及肝外膽管,1.9,2.31
1999,女,雲林縣,膽囊及肝外膽管,2.07,2.84
1999,女,嘉義縣,膽囊及肝外膽管,3.48,4.89
1999,女,屏東縣,膽囊及肝外膽管,1.5,1.61
1999,女,澎湖縣,膽囊及肝外膽管,3.75,4.73
1999,女,花蓮縣,膽囊及肝外膽管,1.69,1.8
1999,女,台東縣,膽囊及肝外膽管,0.68,0.87
1999,女,金門縣,膽囊及肝外膽管,2.31,3.99
2000,不分男女,全國,膽囊及肝外膽管,2.76,2.77
2000,不分男女,台北市,膽囊及肝外膽管,2.4,2.8
2000,不分男女,台中市,膽囊及肝外膽管,2.59,2.2
2000,不分男女,台南市,膽囊及肝外膽管,2.86,3.04
2000,不分男女,高雄市,膽囊及肝外膽管,2.6,2.5
2000,不分男女,基隆市,膽囊及肝外膽管,3.33,3.35
2000,不分男女,新竹市,膽囊及肝外膽管,3.32,2.99
2000,不分男女,嘉義市,膽囊及肝外膽管,3.14,3.01
2000,不分男女,新北市,膽囊及肝外膽管,2.99,2.3
2000,不分男女,桃園縣,膽囊及肝外膽管,2.77,2.42
2000,不分男女,新竹縣,膽囊及肝外膽管,2.71,2.96
2000,不分男女,宜蘭縣,膽囊及肝外膽管,3.53,3.87
2000,不分男女,苗栗縣,膽囊及肝外膽管,2.46,2.86
2000,不分男女,彰化縣,膽囊及肝外膽管,2.88,3.05
2000,不分男女,南投縣,膽囊及肝外膽管,2.71,3.32
2000,不分男女,雲林縣,膽囊及肝外膽管,3.24,4.17
2000,不分男女,嘉義縣,膽囊及肝外膽管,2.51,3.02
2000,不分男女,屏東縣,膽囊及肝外膽管,3.55,4.08
2000,不分男女,澎湖縣,膽囊及肝外膽管,0.6,1.12
2000,不分男女,花蓮縣,膽囊及肝外膽管,2.97,3.39
2000,不分男女,台東縣,膽囊及肝外膽管,2.57,2.85
2000,男,全國,膽囊及肝外膽管,2.85,2.86
2000,男,台北市,膽囊及肝外膽管,2.39,2.98
2000,男,台中市,膽囊及肝外膽管,2.35,2.09
2000,男,台南市,膽囊及肝外膽管,3.39,3.5
2000,男,高雄市,膽囊及肝外膽管,2.9,2.87
2000,男,基隆市,膽囊及肝外膽管,1.67,2.01
2000,男,新竹市,膽囊及肝外膽管,4.2,3.72
2000,男,嘉義市,膽囊及肝外膽管,5.41,5.23
2000,男,新北市,膽囊及肝外膽管,3.06,2.39
2000,男,桃園縣,膽囊及肝外膽管,2.79,2.69
2000,男,新竹縣,膽囊及肝外膽管,2.53,2.61
2000,男,宜蘭縣,膽囊及肝外膽管,2.34,2.49
2000,男,苗栗縣,膽囊及肝外膽管,1.94,2.04
2000,男,彰化縣,膽囊及肝外膽管,2.87,2.8
2000,男,南投縣,膽囊及肝外膽管,2.24,2.83
2000,男,雲林縣,膽囊及肝外膽管,4.13,4.58
2000,男,嘉義縣,膽囊及肝外膽管,2.83,3.03
2000,男,屏東縣,膽囊及肝外膽管,3.86,4.01
2000,男,澎湖縣,膽囊及肝外膽管,1.24,2.13
2000,男,花蓮縣,膽囊及肝外膽管,3.89,4.81
2000,男,台東縣,膽囊及肝外膽管,1.35,1.52
2000,女,全國,膽囊及肝外膽管,2.69,2.68
2000,女,台北市,膽囊及肝外膽管,2.42,2.62
2000,女,台中市,膽囊及肝外膽管,2.83,2.3
2000,女,台南市,膽囊及肝外膽管,2.34,2.56
2000,女,高雄市,膽囊及肝外膽管,2.3,2.1
2000,女,基隆市,膽囊及肝外膽管,4.94,4.75
2000,女,新竹市,膽囊及肝外膽管,2.58,2.22
2000,女,嘉義市,膽囊及肝外膽管,0.85,0.76
2000,女,新北市,膽囊及肝外膽管,2.94,2.21
2000,女,桃園縣,膽囊及肝外膽管,2.71,2.14
2000,女,新竹縣,膽囊及肝外膽管,2.94,3.34
2000,女,宜蘭縣,膽囊及肝外膽管,4.71,5.35
2000,女,苗栗縣,膽囊及肝外膽管,2.87,3.76
2000,女,彰化縣,膽囊及肝外膽管,2.88,3.33
2000,女,南投縣,膽囊及肝外膽管,3.25,3.87
2000,女,雲林縣,膽囊及肝外膽管,2.62,3.71
2000,女,嘉義縣,膽囊及肝外膽管,2.1,3.01
2000,女,屏東縣,膽囊及肝外膽管,3.36,4.15
2000,女,花蓮縣,膽囊及肝外膽管,1.66,1.8
2000,女,台東縣,膽囊及肝外膽管,3.98,4.41
2001,不分男女,全國,膽囊及肝外膽管,2.69,2.81
2001,不分男女,台北市,膽囊及肝外膽管,2.86,3.46
2001,不分男女,台中市,膽囊及肝外膽管,2.5,2.17
2001,不分男女,台南市,膽囊及肝外膽管,2.81,3.03
2001,不分男女,高雄市,膽囊及肝外膽管,2.61,2.6
2001,不分男女,基隆市,膽囊及肝外膽管,2.67,2.81
2001,不分男女,新竹市,膽囊及肝外膽管,1.84,1.88
2001,不分男女,嘉義市,膽囊及肝外膽管,2.45,2.61
2001,不分男女,新北市,膽囊及肝外膽管,2.34,1.94
2001,不分男女,桃園縣,膽囊及肝外膽管,2.51,2.27
2001,不分男女,新竹縣,膽囊及肝外膽管,2.14,2.24
2001,不分男女,宜蘭縣,膽囊及肝外膽管,3.64,4.29
2001,不分男女,苗栗縣,膽囊及肝外膽管,2.91,3.57
2001,不分男女,彰化縣,膽囊及肝外膽管,2.43,2.74
2001,不分男女,南投縣,膽囊及肝外膽管,1.68,2.03
2001,不分男女,雲林縣,膽囊及肝外膽管,3.49,4.57
2001,不分男女,嘉義縣,膽囊及肝外膽管,4.4,5.68
2001,不分男女,屏東縣,膽囊及肝外膽管,2.74,3.08
2001,不分男女,澎湖縣,膽囊及肝外膽管,3.88,5.42
2001,不分男女,花蓮縣,膽囊及肝外膽管,3.38,4.25
2001,不分男女,台東縣,膽囊及肝外膽管,3.63,4.91
2001,男,全國,膽囊及肝外膽管,2.7,2.85
2001,男,台北市,膽囊及肝外膽管,2.69,3.38
2001,男,台中市,膽囊及肝外膽管,2.66,2.39
2001,男,台南市,膽囊及肝外膽管,2.46,2.54
2001,男,高雄市,膽囊及肝外膽管,2.63,2.72
2001,男,基隆市,膽囊及肝外膽管,2.9,3
2001,男,新竹市,膽囊及肝外膽管,2.43,2.63
2001,男,嘉義市,膽囊及肝外膽管,3.51,3.71
2001,男,新北市,膽囊及肝外膽管,2.63,2.09
2001,男,桃園縣,膽囊及肝外膽管,2.26,2.43
2001,男,新竹縣,膽囊及肝外膽管,2.54,2.57
2001,男,宜蘭縣,膽囊及肝外膽管,2.69,3.33
2001,男,苗栗縣,膽囊及肝外膽管,2.49,3.06
2001,男,彰化縣,膽囊及肝外膽管,2.29,2.35
2001,男,南投縣,膽囊及肝外膽管,2.22,2.48
2001,男,雲林縣,膽囊及肝外膽管,3.64,4.33
2001,男,嘉義縣,膽囊及肝外膽管,4.31,5.39
2001,男,屏東縣,膽囊及肝外膽管,2.65,2.95
2001,男,澎湖縣,膽囊及肝外膽管,4.43,6.24
2001,男,花蓮縣,膽囊及肝外膽管,3.84,5.37
2001,男,台東縣,膽囊及肝外膽管,4.21,6.1
2001,女,全國,膽囊及肝外膽管,2.67,2.77
2001,女,台北市,膽囊及肝外膽管,3.04,3.52
2001,女,台中市,膽囊及肝外膽管,2.25,1.95
2001,女,台南市,膽囊及肝外膽管,3.12,3.54
2001,女,高雄市,膽囊及肝外膽管,2.57,2.47
2001,女,基隆市,膽囊及肝外膽管,2.39,2.62
2001,女,新竹市,膽囊及肝外膽管,1.14,1.09
2001,女,嘉義市,膽囊及肝外膽管,1.4,1.5
2001,女,新北市,膽囊及肝外膽管,2.15,1.79
2001,女,桃園縣,膽囊及肝外膽管,2.77,2.1
2001,女,新竹縣,膽囊及肝外膽管,1.63,1.88
2001,女,宜蘭縣,膽囊及肝外膽管,4.58,5.33
2001,女,苗栗縣,膽囊及肝外膽管,3.3,4.13
2001,女,彰化縣,膽囊及肝外膽管,2.73,3.16
2001,女,南投縣,膽囊及肝外膽管,1.21,1.54
2001,女,雲林縣,膽囊及肝外膽管,3.08,4.84
2001,女,嘉義縣,膽囊及肝外膽管,4.46,6.01
2001,女,屏東縣,膽囊及肝外膽管,2.77,3.21
2001,女,澎湖縣,膽囊及肝外膽管,3.27,4.53
2001,女,花蓮縣,膽囊及肝外膽管,2.63,3
2001,女,台東縣,膽囊及肝外膽管,2.67,3.52
2002,不分男女,全國,膽囊及肝外膽管,3,3.2
2002,不分男女,台北市,膽囊及肝外膽管,2.94,3.67
2002,不分男女,台中市,膽囊及肝外膽管,2.84,2.55
2002,不分男女,台南市,膽囊及肝外膽管,3.5,3.99
2002,不分男女,高雄市,膽囊及肝外膽管,3.27,3.21
2002,不分男女,基隆市,膽囊及肝外膽管,2.17,2.04
2002,不分男女,新竹市,膽囊及肝外膽管,2.97,2.9
2002,不分男女,嘉義市,膽囊及肝外膽管,2.71,2.99
2002,不分男女,新北市,膽囊及肝外膽管,3.1,2.75
2002,不分男女,桃園縣,膽囊及肝外膽管,3.23,2.85
2002,不分男女,新竹縣,膽囊及肝外膽管,3.65,4.2
2002,不分男女,宜蘭縣,膽囊及肝外膽管,2.82,3.45
2002,不分男女,苗栗縣,膽囊及肝外膽管,2.84,3.57
2002,不分男女,彰化縣,膽囊及肝外膽管,2.68,2.96
2002,不分男女,南投縣,膽囊及肝外膽管,3.22,4.06
2002,不分男女,雲林縣,膽囊及肝外膽管,3.06,4.04
2002,不分男女,嘉義縣,膽囊及肝外膽管,2.48,3.38
2002,不分男女,屏東縣,膽囊及肝外膽管,2.59,3.09
2002,不分男女,澎湖縣,膽囊及肝外膽管,0.58,1.08
2002,不分男女,花蓮縣,膽囊及肝外膽管,3.6,4.54
2002,不分男女,台東縣,膽囊及肝外膽管,2.93,3.69
2002,男,全國,膽囊及肝外膽管,3.05,3.18
2002,男,台北市,膽囊及肝外膽管,2.69,3.53
2002,男,台中市,膽囊及肝外膽管,3.65,3.08
2002,男,台南市,膽囊及肝外膽管,3.65,3.91
2002,男,高雄市,膽囊及肝外膽管,3.19,3.07
2002,男,基隆市,膽囊及肝外膽管,2.53,2.5
2002,男,新竹市,膽囊及肝外膽管,2.83,2.6
2002,男,嘉義市,膽囊及肝外膽管,3.69,3.72
2002,男,新北市,膽囊及肝外膽管,3.04,2.73
2002,男,桃園縣,膽囊及肝外膽管,3.48,3.27
2002,男,新竹縣,膽囊及肝外膽管,3.05,3.39
2002,男,宜蘭縣,膽囊及肝外膽管,3.13,3.76
2002,男,苗栗縣,膽囊及肝外膽管,2.18,2.72
2002,男,彰化縣,膽囊及肝外膽管,2.98,3.08
2002,男,南投縣,膽囊及肝外膽管,2.91,3.54
2002,男,雲林縣,膽囊及肝外膽管,2.93,3.32
2002,男,嘉義縣,膽囊及肝外膽管,2.84,3.37
2002,男,屏東縣,膽囊及肝外膽管,2.12,2.54
2002,男,花蓮縣,膽囊及肝外膽管,4.46,5.93
2002,男,台東縣,膽囊及肝外膽管,1.66,2.3
2002,女,全國,膽囊及肝外膽管,2.97,3.22
2002,女,台北市,膽囊及肝外膽管,3.18,3.8
2002,女,台中市,膽囊及肝外膽管,2.2,2.01
2002,女,台南市,膽囊及肝外膽管,3.34,4.08
2002,女,高雄市,膽囊及肝外膽管,3.38,3.35
2002,女,基隆市,膽囊及肝外膽管,1.83,1.57
2002,女,新竹市,膽囊及肝外膽管,3.21,3.22
2002,女,嘉義市,膽囊及肝外膽管,2.01,2.25
2002,女,新北市,膽囊及肝外膽管,3.21,2.77
2002,女,桃園縣,膽囊及肝外膽管,2.86,2.4
2002,女,新竹縣,膽囊及肝外膽管,4.37,5.08
2002,女,宜蘭縣,膽囊及肝外膽管,2.44,3.12
2002,女,苗栗縣,膽囊及肝外膽管,3.48,4.5
2002,女,彰化縣,膽囊及肝外膽管,2.29,2.84
2002,女,南投縣,膽囊及肝外膽管,3.45,4.63
2002,女,雲林縣,膽囊及肝外膽管,3.18,4.84
2002,女,嘉義縣,膽囊及肝外膽管,2.28,3.38
2002,女,屏東縣,膽囊及肝外膽管,3.04,3.68
2002,女,澎湖縣,膽囊及肝外膽管,1.03,2.26
2002,女,花蓮縣,膽囊及肝外膽管,2.58,3
2002,女,台東縣,膽囊及肝外膽管,4.21,5.28
2003,不分男女,全國,膽囊及肝外膽管,2.61,2.88
2003,不分男女,台北市,膽囊及肝外膽管,1.94,2.51
2003,不分男女,台中市,膽囊及肝外膽管,2.7,2.49
2003,不分男女,台南市,膽囊及肝外膽管,3.14,3.66
2003,不分男女,高雄市,膽囊及肝外膽管,3.26,3.31
2003,不分男女,基隆市,膽囊及肝外膽管,2.63,3.06
2003,不分男女,新竹市,膽囊及肝外膽管,2.86,3.13
2003,不分男女,嘉義市,膽囊及肝外膽管,2.07,2.23
2003,不分男女,新北市,膽囊及肝外膽管,2.52,2.26
2003,不分男女,桃園縣,膽囊及肝外膽管,2.7,2.47
2003,不分男女,新竹縣,膽囊及肝外膽管,1.53,1.74
2003,不分男女,宜蘭縣,膽囊及肝外膽管,2.05,2.59
2003,不分男女,苗栗縣,膽囊及肝外膽管,2.33,3.21
2003,不分男女,彰化縣,膽囊及肝外膽管,3.03,3.49
2003,不分男女,南投縣,膽囊及肝外膽管,1.62,2.22
2003,不分男女,雲林縣,膽囊及肝外膽管,2.99,4.05
2003,不分男女,嘉義縣,膽囊及肝外膽管,2.46,3.57
2003,不分男女,屏東縣,膽囊及肝外膽管,3.13,3.87
2003,不分男女,澎湖縣,膽囊及肝外膽管,6.27,9.76
2003,不分男女,花蓮縣,膽囊及肝外膽管,2.06,2.85
2003,不分男女,台東縣,膽囊及肝外膽管,1.07,1.65
2003,男,全國,膽囊及肝外膽管,2.85,3.1
2003,男,台北市,膽囊及肝外膽管,2.06,2.71
2003,男,台中市,膽囊及肝外膽管,3.23,2.9
2003,男,台南市,膽囊及肝外膽管,2.63,3.06
2003,男,高雄市,膽囊及肝外膽管,3.46,3.5
2003,男,基隆市,膽囊及肝外膽管,2.97,3.5
2003,男,新竹市,膽囊及肝外膽管,4.04,4.12
2003,男,嘉義市,膽囊及肝外膽管,2.07,2.22
2003,男,新北市,膽囊及肝外膽管,2.94,2.65
2003,男,桃園縣,膽囊及肝外膽管,3.05,2.9
2003,男,新竹縣,膽囊及肝外膽管,2.32,2.51
2003,男,宜蘭縣,膽囊及肝外膽管,2,2.51
2003,男,苗栗縣,膽囊及肝外膽管,2.75,3.74
2003,男,彰化縣,膽囊及肝外膽管,3.24,3.38
2003,男,南投縣,膽囊及肝外膽管,2.22,2.84
2003,男,雲林縣,膽囊及肝外膽管,3.33,4.1
2003,男,嘉義縣,膽囊及肝外膽管,2.61,3.72
2003,男,屏東縣,膽囊及肝外膽管,3.5,4.25
2003,男,澎湖縣,膽囊及肝外膽管,5.02,6.26
2003,男,花蓮縣,膽囊及肝外膽管,2.19,3.25
2003,男,台東縣,膽囊及肝外膽管,1.49,2.32
2003,女,全國,膽囊及肝外膽管,2.37,2.64
2003,女,台北市,膽囊及肝外膽管,1.86,2.32
2003,女,台中市,膽囊及肝外膽管,2.18,2.07
2003,女,台南市,膽囊及肝外膽管,3.58,4.29
2003,女,高雄市,膽囊及肝外膽管,3.06,3.12
2003,女,基隆市,膽囊及肝外膽管,2.26,2.6
2003,女,新竹市,膽囊及肝外膽管,1.9,2.12
2003,女,嘉義市,膽囊及肝外膽管,1.94,2.23
2003,女,新北市,膽囊及肝外膽管,2.09,1.86
2003,女,桃園縣,膽囊及肝外膽管,2.41,2.02
2003,女,新竹縣,膽囊及肝外膽管,0.68,0.91
2003,女,宜蘭縣,膽囊及肝外膽管,2.08,2.67
2003,女,苗栗縣,膽囊及肝外膽管,1.88,2.62
2003,女,彰化縣,膽囊及肝外膽管,2.69,3.62
2003,女,南投縣,膽囊及肝外膽管,1.01,1.55
2003,女,雲林縣,膽囊及肝外膽管,2.71,4
2003,女,嘉義縣,膽囊及肝外膽管,2.25,3.4
2003,女,屏東縣,膽囊及肝外膽管,2.74,3.46
2003,女,澎湖縣,膽囊及肝外膽管,7.72,13.54
2003,女,花蓮縣,膽囊及肝外膽管,1.86,2.4
2003,女,台東縣,膽囊及肝外膽管,0.57,0.88
2004,不分男女,全國,膽囊及肝外膽管,3,3.42
2004,不分男女,台北市,膽囊及肝外膽管,2.58,3.43
2004,不分男女,台中市,膽囊及肝外膽管,3.24,3.18
2004,不分男女,台南市,膽囊及肝外膽管,3.53,4.25
2004,不分男女,高雄市,膽囊及肝外膽管,3.08,3.34
2004,不分男女,基隆市,膽囊及肝外膽管,3.39,4.08
2004,不分男女,新竹市,膽囊及肝外膽管,2.08,2.33
2004,不分男女,嘉義市,膽囊及肝外膽管,1.29,1.48
2004,不分男女,新北市,膽囊及肝外膽管,2.62,2.43
2004,不分男女,桃園縣,膽囊及肝外膽管,1.82,1.78
2004,不分男女,新竹縣,膽囊及肝外膽管,3.95,4.92
2004,不分男女,宜蘭縣,膽囊及肝外膽管,5.74,7.35
2004,不分男女,苗栗縣,膽囊及肝外膽管,2.7,3.75
2004,不分男女,彰化縣,膽囊及肝外膽管,3.15,3.72
2004,不分男女,南投縣,膽囊及肝外膽管,3.01,3.9
2004,不分男女,雲林縣,膽囊及肝外膽管,2.58,3.39
2004,不分男女,嘉義縣,膽囊及肝外膽管,3.34,5.38
2004,不分男女,屏東縣,膽囊及肝外膽管,4.04,5.22
2004,不分男女,澎湖縣,膽囊及肝外膽管,2.42,3.27
2004,不分男女,花蓮縣,膽囊及肝外膽管,3.51,4.58
2004,不分男女,台東縣,膽囊及肝外膽管,3.41,4.99
2004,男,全國,膽囊及肝外膽管,3.35,3.76
2004,男,台北市,膽囊及肝外膽管,2.79,3.73
2004,男,台中市,膽囊及肝外膽管,3.98,3.82
2004,男,台南市,膽囊及肝外膽管,4.24,4.86
2004,男,高雄市,膽囊及肝外膽管,3.16,3.43
2004,男,基隆市,膽囊及肝外膽管,4.17,5
2004,男,新竹市,膽囊及肝外膽管,3.15,3.58
2004,男,嘉義市,膽囊及肝外膽管,1.24,1.48
2004,男,新北市,膽囊及肝外膽管,2.82,2.57
2004,男,桃園縣,膽囊及肝外膽管,2.38,2.43
2004,男,新竹縣,膽囊及肝外膽管,3.94,4.93
2004,男,宜蘭縣,膽囊及肝外膽管,7.1,8.82
2004,男,苗栗縣,膽囊及肝外膽管,3.49,4.42
2004,男,彰化縣,膽囊及肝外膽管,3.32,3.67
2004,男,南投縣,膽囊及肝外膽管,4.12,5
2004,男,雲林縣,膽囊及肝外膽管,3.63,4.38
2004,男,嘉義縣,膽囊及肝外膽管,3.67,5.44
2004,男,屏東縣,膽囊及肝外膽管,3.85,4.92
2004,男,花蓮縣,膽囊及肝外膽管,3.06,4.37
2004,男,台東縣,膽囊及肝外膽管,2.1,3.13
2004,女,全國,膽囊及肝外膽管,2.66,3.06
2004,女,台北市,膽囊及肝外膽管,2.41,3.14
2004,女,台中市,膽囊及肝外膽管,2.62,2.53
2004,女,台南市,膽囊及肝外膽管,2.86,3.61
2004,女,高雄市,膽囊及肝外膽管,3,3.26
2004,女,基隆市,膽囊及肝外膽管,2.55,3.12
2004,女,新竹市,膽囊及肝外膽管,0.98,1.04
2004,女,嘉義市,膽囊及肝外膽管,1.3,1.48
2004,女,新北市,膽囊及肝外膽管,2.41,2.28
2004,女,桃園縣,膽囊及肝外膽管,1.07,1.1
2004,女,新竹縣,膽囊及肝外膽管,3.86,4.91
2004,女,宜蘭縣,膽囊及肝外膽管,4.34,5.8
2004,女,苗栗縣,膽囊及肝外膽管,1.88,3
2004,女,彰化縣,膽囊及肝外膽管,2.99,3.77
2004,女,南投縣,膽囊及肝外膽管,2.02,2.71
2004,女,雲林縣,膽囊及肝外膽管,1.4,2.29
2004,女,嘉義縣,膽囊及肝外膽管,3.03,5.3
2004,女,屏東縣,膽囊及肝外膽管,4.19,5.55
2004,女,澎湖縣,膽囊及肝外膽管,5.05,6.79
2004,女,花蓮縣,膽囊及肝外膽管,3.89,4.82
2004,女,台東縣,膽囊及肝外膽管,5.13,7.11
2005,不分男女,全國,膽囊及肝外膽管,2.83,3.28
2005,不分男女,台北市,膽囊及肝外膽管,2.49,3.36
2005,不分男女,台中市,膽囊及肝外膽管,3.34,3.27
2005,不分男女,台南市,膽囊及肝外膽管,2.54,3.27
2005,不分男女,高雄市,膽囊及肝外膽管,3.2,3.6
2005,不分男女,基隆市,膽囊及肝外膽管,3.25,3.57
2005,不分男女,新竹市,膽囊及肝外膽管,1.82,2.05
2005,不分男女,嘉義市,膽囊及肝外膽管,3.7,4.42
2005,不分男女,新北市,膽囊及肝外膽管,2.36,2.22
2005,不分男女,桃園縣,膽囊及肝外膽管,2.27,2.23
2005,不分男女,新竹縣,膽囊及肝外膽管,2.47,2.93
2005,不分男女,宜蘭縣,膽囊及肝外膽管,4.24,5.63
2005,不分男女,苗栗縣,膽囊及肝外膽管,3.29,4.64
2005,不分男女,彰化縣,膽囊及肝外膽管,2.91,3.57
2005,不分男女,南投縣,膽囊及肝外膽管,3.37,4.47
2005,不分男女,雲林縣,膽囊及肝外膽管,2.85,4.09
2005,不分男女,嘉義縣,膽囊及肝外膽管,2.91,4.49
2005,不分男女,屏東縣,膽囊及肝外膽管,3.03,3.9
2005,不分男女,澎湖縣,膽囊及肝外膽管,2.42,4.32
2005,不分男女,花蓮縣,膽囊及肝外膽管,3.29,4.32
2005,不分男女,台東縣,膽囊及肝外膽管,2.06,2.93
2005,不分男女,金門縣,膽囊及肝外膽管,3.31,4.27
2005,男,全國,膽囊及肝外膽管,2.86,3.25
2005,男,台北市,膽囊及肝外膽管,2.8,3.75
2005,男,台中市,膽囊及肝外膽管,3.67,3.64
2005,男,台南市,膽囊及肝外膽管,2.35,2.96
2005,男,高雄市,膽囊及肝外膽管,2.75,3.08
2005,男,基隆市,膽囊及肝外膽管,2.33,2.51
2005,男,新竹市,膽囊及肝外膽管,1.9,2.03
2005,男,嘉義市,膽囊及肝外膽管,1.61,2.22
2005,男,新北市,膽囊及肝外膽管,2.78,2.61
2005,男,桃園縣,膽囊及肝外膽管,2,2.3
2005,男,新竹縣,膽囊及肝外膽管,1.33,1.61
2005,男,宜蘭縣,膽囊及肝外膽管,6.34,8.01
2005,男,苗栗縣,膽囊及肝外膽管,2.84,3.75
2005,男,彰化縣,膽囊及肝外膽管,2.97,3.38
2005,男,南投縣,膽囊及肝外膽管,4.41,5.37
2005,男,雲林縣,膽囊及肝外膽管,2.92,3.63
2005,男,嘉義縣,膽囊及肝外膽管,2.18,3.07
2005,男,屏東縣,膽囊及肝外膽管,3.29,4.08
2005,男,澎湖縣,膽囊及肝外膽管,1.15,2.09
2005,男,花蓮縣,膽囊及肝外膽管,3.19,4.41
2005,男,台東縣,膽囊及肝外膽管,1.01,1.58
2005,男,金門縣,膽囊及肝外膽管,5.01,5.39
2005,女,全國,膽囊及肝外膽管,2.8,3.31
2005,女,台北市,膽囊及肝外膽管,2.24,2.99
2005,女,台中市,膽囊及肝外膽管,2.96,2.9
2005,女,台南市,膽囊及肝外膽管,2.74,3.6
2005,女,高雄市,膽囊及肝外膽管,3.7,4.13
2005,女,基隆市,膽囊及肝外膽管,4.14,4.68
2005,女,新竹市,膽囊及肝外膽管,1.78,2.06
2005,女,嘉義市,膽囊及肝外膽管,5.55,6.6
2005,女,新北市,膽囊及肝外膽管,1.93,1.83
2005,女,桃園縣,膽囊及肝外膽管,2.53,2.17
2005,女,新竹縣,膽囊及肝外膽管,3.61,4.36
2005,女,宜蘭縣,膽囊及肝外膽管,2.09,3.12
2005,女,苗栗縣,膽囊及肝外膽管,3.73,5.63
2005,女,彰化縣,膽囊及肝外膽管,2.82,3.77
