年度,性別,縣市,癌別,WHO2000年人口標準化發生率(每10萬人口),粗發生率(每10萬人口)
2005,不分男女,苗栗縣,口腔,14.01,15.89
2005,不分男女,彰化縣,口腔,28.62,32.6
2005,不分男女,南投縣,口腔,24.3,29.6
2005,不分男女,雲林縣,口腔,31.47,38.59
2005,不分男女,嘉義縣,口腔,28.02,35.18
2005,不分男女,屏東縣,口腔,25.62,30.95
2005,不分男女,澎湖縣,口腔,14.63,18.38
2005,不分男女,花蓮縣,口腔,26.51,31.96
2005,不分男女,台東縣,口腔,34.56,42.27
2005,不分男女,金門縣,口腔,6.55,8.54
2005,不分男女,連江縣,口腔,16.63,19.33
2005,男,全國,口腔,32.9,37.89
2005,男,台北市,口腔,18.9,23.84
2005,男,台中市,口腔,30.82,33.11
2005,男,台南市,口腔,28.19,33.89
2005,男,高雄市,口腔,40.69,47.84
2005,男,基隆市,口腔,26.43,31.6
2005,男,新竹市,口腔,23.23,25.41
2005,男,嘉義市,口腔,47.75,53.23
2005,男,新北市,口腔,28.39,31.83
2005,男,桃園縣,口腔,23.03,23.17
2005,男,新竹縣,口腔,19.19,22.16
2005,男,宜蘭縣,口腔,24.46,28.65
2005,男,苗栗縣,口腔,24.48,27.61
2005,男,彰化縣,口腔,52.84,59.58
2005,男,南投縣,口腔,43.72,53.01
2005,男,雲林縣,口腔,56.53,69.7
2005,男,嘉義縣,口腔,50.69,63.5
2005,男,屏東縣,口腔,43.26,51.93
2005,男,澎湖縣,口腔,27.22,33.39
2005,男,花蓮縣,口腔,43.59,51.77
2005,男,台東縣,口腔,54.09,64.71
2005,男,金門縣,口腔,12.73,16.18
2005,男,連江縣,口腔,12.37,16.53
2005,女,全國,口腔,3.16,3.7
2005,女,台北市,口腔,3.15,4.19
2005,女,台中市,口腔,2.81,2.98
2005,女,台南市,口腔,2.35,2.95
2005,女,高雄市,口腔,3.35,3.91
2005,女,基隆市,口腔,3.01,3.64
2005,女,新竹市,口腔,2.54,2.58
2005,女,嘉義市,口腔,2.61,2.93
2005,女,新北市,口腔,2.85,3.01
2005,女,桃園縣,口腔,1.78,1.74
2005,女,新竹縣,口腔,1.05,1.31
2005,女,宜蘭縣,口腔,3.45,4.01
2005,女,苗栗縣,口腔,2.23,3
2005,女,彰化縣,口腔,2.94,3.77
2005,女,南投縣,口腔,3.27,4.26
2005,女,雲林縣,口腔,2.84,4.03
2005,女,嘉義縣,口腔,2.19,3.79
2005,女,屏東縣,口腔,6.52,8.33
2005,女,澎湖縣,口腔,0.9,2.24
2005,女,花蓮縣,口腔,8.35,10.26
2005,女,台東縣,口腔,13.18,16.93
2005,女,連江縣,口腔,21.23,23.28
2006,不分男女,全國,口腔,19.63,23.53
2006,不分男女,台北市,口腔,11.2,14.97
2006,不分男女,台中市,口腔,18.99,21.21
2006,不分男女,台南市,口腔,16.8,20.57
2006,不分男女,高雄市,口腔,23.85,29.13
2006,不分男女,基隆市,口腔,18.35,22.78
2006,不分男女,新竹市,口腔,13.12,14.95
2006,不分男女,嘉義市,口腔,21.74,25.7
2006,不分男女,新北市,口腔,16.38,18.87
2006,不分男女,桃園縣,口腔,14.41,15.38
2006,不分男女,新竹縣,口腔,10.05,11.28
2006,不分男女,宜蘭縣,口腔,14.37,17.16
2006,不分男女,苗栗縣,口腔,15.42,18.57
2006,不分男女,彰化縣,口腔,31.76,36.58
2006,不分男女,南投縣,口腔,29.79,37.18
2006,不分男女,雲林縣,口腔,36.33,45.71
2006,不分男女,嘉義縣,口腔,27.74,35.57
2006,不分男女,屏東縣,口腔,26.43,33.01
2006,不分男女,澎湖縣,口腔,18.29,23.97
2006,不分男女,花蓮縣,口腔,32.22,39.68
2006,不分男女,台東縣,口腔,41.16,51.7
2006,不分男女,金門縣,口腔,0.91,1.31
2006,男,全國,口腔,36.21,42.55
2006,男,台北市,口腔,20.96,27.05
2006,男,台中市,口腔,36.12,39.51
2006,男,台南市,口腔,31.02,37.57
2006,男,高雄市,口腔,45.18,54.13
2006,男,基隆市,口腔,33.37,40.33
2006,男,新竹市,口腔,22.84,25.73
2006,男,嘉義市,口腔,42.6,48.86
2006,男,新北市,口腔,30.24,34.23
2006,男,桃園縣,口腔,26.59,27.37
2006,男,新竹縣,口腔,18.58,20.96
2006,男,宜蘭縣,口腔,24.64,28.76
2006,男,苗栗縣,口腔,26.86,32.44
2006,男,彰化縣,口腔,58.23,66.6
2006,男,南投縣,口腔,53.14,65.91
2006,男,雲林縣,口腔,65.18,82.26
2006,男,嘉義縣,口腔,49.33,63.61
2006,男,屏東縣,口腔,45.17,55.73
2006,男,澎湖縣,口腔,30.83,40
2006,男,花蓮縣,口腔,53.94,64.98
2006,男,台東縣,口腔,67.26,80.89
2006,男,金門縣,口腔,1.7,2.47
2006,女,全國,口腔,3.28,3.99
2006,女,台北市,口腔,2.56,3.48
2006,女,台中市,口腔,2.58,2.79
2006,女,台南市,口腔,2.5,3.05
2006,女,高雄市,口腔,2.8,3.45
2006,女,基隆市,口腔,3.66,4.68
2006,女,新竹市,口腔,3.77,4.07
2006,女,嘉義市,口腔,2.31,2.91
2006,女,新北市,口腔,3.27,3.46
2006,女,桃園縣,口腔,2.76,2.98
2006,女,新竹縣,口腔,0.73,0.85
2006,女,宜蘭縣,口腔,3.76,4.91
2006,女,苗栗縣,口腔,2.55,3.37
2006,女,彰化縣,口腔,3.71,4.56
2006,女,南投縣,口腔,5.01,6.21
2006,女,雲林縣,口腔,3.26,5.21
2006,女,嘉義縣,口腔,2.59,4.56
2006,女,屏東縣,口腔,6.24,8.59
2006,女,澎湖縣,口腔,5.04,6.77
2006,女,花蓮縣,口腔,9.61,12.1
2006,女,台東縣,口腔,13.95,18.9
2007,不分男女,全國,口腔,20.36,24.88
2007,不分男女,台北市,口腔,10.96,14.87
2007,不分男女,台中市,口腔,19.09,21.41
2007,不分男女,台南市,口腔,20.08,25.03
2007,不分男女,高雄市,口腔,24.82,30.85
2007,不分男女,基隆市,口腔,14.5,18.96
2007,不分男女,新竹市,口腔,12.24,13.78
2007,不分男女,嘉義市,口腔,23.31,27.83
2007,不分男女,新北市,口腔,19.72,23.22
2007,不分男女,桃園縣,口腔,16.43,18.66
2007,不分男女,新竹縣,口腔,11.89,13.51
2007,不分男女,宜蘭縣,口腔,15.87,19.33
2007,不分男女,苗栗縣,口腔,17.37,20.89
2007,不分男女,彰化縣,口腔,31.78,37.66
2007,不分男女,南投縣,口腔,28.67,35.79
2007,不分男女,雲林縣,口腔,30.88,39
2007,不分男女,嘉義縣,口腔,26.61,34.46
2007,不分男女,屏東縣,口腔,27.74,35.64
2007,不分男女,澎湖縣,口腔,14.78,18.4
2007,不分男女,花蓮縣,口腔,30.46,38.45
2007,不分男女,台東縣,口腔,30.26,38.95
2007,不分男女,金門縣,口腔,4.8,7.36
2007,男,全國,口腔,37.62,45.04
2007,男,台北市,口腔,20.04,26.07
2007,男,台中市,口腔,36,39.37
2007,男,台南市,口腔,37.46,46.13
2007,男,高雄市,口腔,47.03,57.25
2007,男,基隆市,口腔,25.4,32.36
2007,男,新竹市,口腔,22.94,25.04
2007,男,嘉義市,口腔,47.99,55.51
2007,男,新北市,口腔,37.13,42.55
2007,男,桃園縣,口腔,30.39,33.52
2007,男,新竹縣,口腔,19.87,22.6
2007,男,宜蘭縣,口腔,29.63,36.02
2007,男,苗栗縣,口腔,28.48,33.84
2007,男,彰化縣,口腔,58.99,69.22
2007,男,南投縣,口腔,51.72,64.41
2007,男,雲林縣,口腔,53.18,67.97
2007,男,嘉義縣,口腔,47.15,62.24
2007,男,屏東縣,口腔,47.39,60.44
2007,男,澎湖縣,口腔,23.88,29.35
2007,男,花蓮縣,口腔,53.39,66.15
2007,男,台東縣,口腔,48.57,60.88
2007,男,金門縣,口腔,9.36,13.83
2007,女,全國,口腔,3.4,4.26
2007,女,台北市,口腔,2.95,4.29
2007,女,台中市,口腔,3.02,3.38
2007,女,台南市,口腔,2.52,3.36
2007,女,高雄市,口腔,3.24,3.88
2007,女,基隆市,口腔,3.85,5.19
2007,女,新竹市,口腔,2.12,2.51
2007,女,嘉義市,口腔,0.51,0.72
2007,女,新北市,口腔,3.39,3.9
2007,女,桃園縣,口腔,2.97,3.36
2007,女,新竹縣,口腔,3.29,3.76
2007,女,宜蘭縣,口腔,1.63,1.78
2007,女,苗栗縣,口腔,4.79,6.73
2007,女,彰化縣,口腔,3.41,4.08
2007,女,南投縣,口腔,3.82,5.05
2007,女,雲林縣,口腔,5.15,6.96
2007,女,嘉義縣,口腔,2.8,3.81
2007,女,屏東縣,口腔,6.55,9.08
2007,女,澎湖縣,口腔,4.55,6.71
2007,女,花蓮縣,口腔,6.09,8.49
2007,女,台東縣,口腔,10.04,14.48
2008,不分男女,全國,口腔,20.72,25.93
2008,不分男女,台北市,口腔,11.77,16.47
2008,不分男女,台中市,口腔,20.1,23.21
2008,不分男女,台南市,口腔,18.64,24.13
2008,不分男女,高雄市,口腔,24.74,31.96
2008,不分男女,基隆市,口腔,15.3,19.8
2008,不分男女,新竹市,口腔,14.7,16.77
2008,不分男女,嘉義市,口腔,27.29,33.97
2008,不分男女,新北市,口腔,18.24,22.28
2008,不分男女,桃園縣,口腔,18.12,20.37
2008,不分男女,新竹縣,口腔,12.32,13.91
2008,不分男女,宜蘭縣,口腔,14.72,18.44
2008,不分男女,苗栗縣,口腔,18.55,22.66
2008,不分男女,彰化縣,口腔,32.56,38.92
2008,不分男女,南投縣,口腔,28.19,36.3
2008,不分男女,雲林縣,口腔,29.39,38.55
2008,不分男女,嘉義縣,口腔,29.2,39
2008,不分男女,屏東縣,口腔,30.3,39.1
2008,不分男女,澎湖縣,口腔,3.58,5.36
2008,不分男女,花蓮縣,口腔,30.97,40.13
2008,不分男女,台東縣,口腔,40.22,54.78
2008,不分男女,金門縣,口腔,8.7,13.01
2008,男,全國,口腔,38.83,47.57
2008,男,台北市,口腔,22.56,30.21
2008,男,台中市,口腔,38.5,43.52
2008,男,台南市,口腔,34.91,44.86
2008,男,高雄市,口腔,47.35,59.72
2008,男,基隆市,口腔,26.36,33.52
2008,男,新竹市,口腔,26.27,29.15
2008,男,嘉義市,口腔,54.52,65.79
2008,男,新北市,口腔,34.44,40.98
2008,男,桃園縣,口腔,33.2,36.41
2008,男,新竹縣,口腔,21.86,24.62
2008,男,宜蘭縣,口腔,26.99,33.5
2008,男,苗栗縣,口腔,32.67,40.02
2008,男,彰化縣,口腔,61.55,73.06
2008,男,南投縣,口腔,51.56,66.2
2008,男,雲林縣,口腔,54.33,70.9
2008,男,嘉義縣,口腔,52.72,70.99
2008,男,屏東縣,口腔,54.12,69.18
2008,男,澎湖縣,口腔,5.25,8.32
2008,男,花蓮縣,口腔,52.08,66.09
2008,男,台東縣,口腔,63.24,85.22
2008,男,金門縣,口腔,12.09,17.93
2008,女,全國,口腔,3.04,3.88
2008,女,台北市,口腔,2.33,3.55
2008,女,台中市,口腔,2.64,2.9
2008,女,台南市,口腔,2.28,2.92
2008,女,高雄市,口腔,2.87,3.72
2008,女,基隆市,口腔,4.44,5.73
2008,女,新竹市,口腔,3.72,4.43
2008,女,嘉義市,口腔,2.28,2.89
2008,女,新北市,口腔,3.16,3.64
2008,女,桃園縣,口腔,3.69,3.93
2008,女,新竹縣,口腔,1.99,2.47
2008,女,宜蘭縣,口腔,1.97,2.67
2008,女,苗栗縣,口腔,2.82,3.73
2008,女,彰化縣,口腔,2.01,2.67
2008,女,南投縣,口腔,3.33,4.28
2008,女,雲林縣,口腔,1.53,2.9
2008,女,嘉義縣,口腔,2.6,3.83
2008,女,屏東縣,口腔,4.95,7.01
2008,女,澎湖縣,口腔,1.85,2.21
2008,女,花蓮縣,口腔,9.05,12.17
2008,女,台東縣,口腔,15.02,20.95
2008,女,金門縣,口腔,3.53,7.51
2009,不分男女,全國,口腔,22.38,28.54
2009,不分男女,台北市,口腔,12.36,17.72
2009,不分男女,台中市,口腔,23.7,28.08
2009,不分男女,台南市,口腔,19.22,25.06
2009,不分男女,高雄市,口腔,26.22,33.92
2009,不分男女,基隆市,口腔,21.44,28.07
2009,不分男女,新竹市,口腔,19.35,23.32
2009,不分男女,嘉義市,口腔,27.2,33.96
2009,不分男女,新北市,口腔,20.63,25.71
2009,不分男女,桃園縣,口腔,18.47,21.28
2009,不分男女,新竹縣,口腔,16.04,18.79
2009,不分男女,宜蘭縣,口腔,15.92,20.58
2009,不分男女,苗栗縣,口腔,17.66,21.9
2009,不分男女,彰化縣,口腔,32.37,39.92
2009,不分男女,南投縣,口腔,33.17,43.89
2009,不分男女,雲林縣,口腔,34.39,46.07
2009,不分男女,嘉義縣,口腔,33.06,44.91
2009,不分男女,屏東縣,口腔,28.04,36.93
2009,不分男女,澎湖縣,口腔,9.93,12.47
2009,不分男女,花蓮縣,口腔,34.16,45.46
2009,不分男女,台東縣,口腔,39.18,51.61
2009,不分男女,金門縣,口腔,6.24,8.53
2009,男,全國,口腔,41.63,51.92
2009,男,台北市,口腔,22.62,31.18
2009,男,台中市,口腔,44.75,51.7
2009,男,台南市,口腔,35.82,46.19
2009,男,高雄市,口腔,50.03,63.24
2009,男,基隆市,口腔,39.67,50.53
2009,男,新竹市,口腔,36.72,43.98
2009,男,嘉義市,口腔,53.07,63.71
2009,男,新北市,口腔,39.1,47.31
2009,男,桃園縣,口腔,33.82,37.94
2009,男,新竹縣,口腔,27.54,32.28
2009,男,宜蘭縣,口腔,28.36,35.64
2009,男,苗栗縣,口腔,31.07,38.67
2009,男,彰化縣,口腔,61.34,75.01
2009,男,南投縣,口腔,59.17,78.22
2009,男,雲林縣,口腔,60.61,81.5
2009,男,嘉義縣,口腔,59.11,80.76
2009,男,屏東縣,口腔,48.81,63.82
2009,男,澎湖縣,口腔,18.33,24.24
2009,男,花蓮縣,口腔,58.83,76.07
2009,男,台東縣,口腔,65.03,83.67
2009,男,金門縣,口腔,8.48,12.38
2009,女,全國,口腔,3.64,4.84
2009,女,台北市,口腔,3.4,5.12
2009,女,台中市,口腔,3.85,4.54
2009,女,台南市,口腔,2.62,3.55
2009,女,高雄市,口腔,3.26,4.28
2009,女,基隆市,口腔,3.63,5.2
2009,女,新竹市,口腔,2.66,2.9
2009,女,嘉義市,口腔,3.79,5.04
2009,女,新北市,口腔,3.47,4.32
2009,女,桃園縣,口腔,3.91,4.29
2009,女,新竹縣,口腔,3.64,4.44
2009,女,宜蘭縣,口腔,3.19,4.87
2009,女,苗栗縣,口腔,2.79,3.71
2009,女,彰化縣,口腔,2.09,2.82
2009,女,南投縣,口腔,5.09,7.39
2009,女,雲林縣,口腔,4.73,7.25
2009,女,嘉義縣,口腔,3.01,5.73
2009,女,屏東縣,口腔,5.89,8.41
2009,女,花蓮縣,口腔,8.67,12.74
2009,女,台東縣,口腔,11.13,16.28
2009,女,金門縣,口腔,3.6,4.41
2010,不分男女,全國,口腔,22.13,28.91
2010,不分男女,台北市,口腔,11.07,16.23
2010,不分男女,台中市,口腔,21.87,26.66
2010,不分男女,台南市,口腔,20.65,27.59
2010,不分男女,高雄市,口腔,24.94,33.42
2010,不分男女,基隆市,口腔,15.28,21.09
2010,不分男女,新竹市,口腔,16.08,19.02
2010,不分男女,嘉義市,口腔,30.65,38.55
2010,不分男女,新北市,口腔,20.85,26.63
2010,不分男女,桃園縣,口腔,19.94,23.73
2010,不分男女,新竹縣,口腔,19.46,23.39
2010,不分男女,宜蘭縣,口腔,16.14,21.06
2010,不分男女,苗栗縣,口腔,17.67,22.46
2010,不分男女,彰化縣,口腔,31.83,40.85
2010,不分男女,南投縣,口腔,27.11,36.28
2010,不分男女,雲林縣,口腔,34.74,47.24
2010,不分男女,嘉義縣,口腔,35.38,48.23
2010,不分男女,屏東縣,口腔,31.35,42.36
2010,不分男女,澎湖縣,口腔,12.65,16.51
2010,不分男女,花蓮縣,口腔,33.34,44.57
2010,不分男女,台東縣,口腔,40.71,55.06
2010,不分男女,金門縣,口腔,4.76,6.16
2010,不分男女,連江縣,口腔,35.88,40.23
2010,男,全國,口腔,41.44,52.93
2010,男,台北市,口腔,20.86,29.38
2010,男,台中市,口腔,41.61,49.35
2010,男,台南市,口腔,37.88,50.1
2010,男,高雄市,口腔,48.47,63.48
2010,男,基隆市,口腔,29.01,39.26
2010,男,新竹市,口腔,28.72,32.97
2010,男,嘉義市,口腔,59.58,72.37
2010,男,新北市,口腔,39.28,48.72
2010,男,桃園縣,口腔,36.51,42.51
2010,男,新竹縣,口腔,33.7,40.53
2010,男,宜蘭縣,口腔,30.93,39.63
2010,男,苗栗縣,口腔,31.28,39.84
2010,男,彰化縣,口腔,59.05,74.54
2010,男,南投縣,口腔,49.88,67.15
2010,男,雲林縣,口腔,62.93,86.46
2010,男,嘉義縣,口腔,63.97,88.6
2010,男,屏東縣,口腔,53.68,71.89
2010,男,澎湖縣,口腔,24.12,32.15
2010,男,花蓮縣,口腔,60.82,79.62
2010,男,台東縣,口腔,68.07,89.44
2010,男,金門縣,口腔,7.36,10.03
2010,男,連江縣,口腔,58.5,69.64
2010,女,全國,口腔,3.44,4.66
2010,女,台北市,口腔,2.58,3.98
2010,女,台中市,口腔,3.41,4.14
2010,女,台南市,口腔,3.53,4.73
2010,女,高雄市,口腔,2.34,3.18
2010,女,基隆市,口腔,1.7,2.62
2010,女,新竹市,口腔,4.34,5.26
2010,女,嘉義市,口腔,4.47,5.78
2010,女,新北市,口腔,3.91,4.84
2010,女,桃園縣,口腔,4.06,4.63
2010,女,新竹縣,口腔,4.1,5.22
2010,女,宜蘭縣,口腔,0.96,1.77
2010,女,苗栗縣,口腔,2.67,3.71
2010,女,彰化縣,口腔,3.73,5.34
2010,女,南投縣,口腔,2.61,3.52
2010,女,雲林縣,口腔,3.21,4.37
2010,女,嘉義縣,口腔,2.59,4.23
2010,女,屏東縣,口腔,7.41,11.08
2010,女,花蓮縣,口腔,5.01,7.31
2010,女,台東縣,口腔,12,17.28
2010,女,金門縣,口腔,1.81,2.11
2011,不分男女,全國,口腔,22.45,29.96
2011,不分男女,台北市,口腔,12.23,17.99
2011,不分男女,台中市,口腔,22.43,27.77
2011,不分男女,台南市,口腔,19.7,26.75
2011,不分男女,高雄市,口腔,29.11,39.9
2011,不分男女,基隆市,口腔,14.38,20.79
2011,不分男女,新竹市,口腔,20.38,24.76
2011,不分男女,嘉義市,口腔,28.51,37.2
2011,不分男女,新北市,口腔,20.1,26.78
2011,不分男女,桃園縣,口腔,19.07,23.59
2011,不分男女,新竹縣,口腔,16.98,20.67
2011,不分男女,宜蘭縣,口腔,19.03,24.83
2011,不分男女,苗栗縣,口腔,17.53,22.78
2011,不分男女,彰化縣,口腔,30.72,39.37
2011,不分男女,南投縣,口腔,30.82,42.46
2011,不分男女,雲林縣,口腔,33.08,45.97
2011,不分男女,嘉義縣,口腔,35.14,48.33
2011,不分男女,屏東縣,口腔,31.07,43.03
2011,不分男女,澎湖縣,口腔,13.39,17.5
2011,不分男女,花蓮縣,口腔,29.96,40.38
2011,不分男女,台東縣,口腔,36.36,50.81
2011,不分男女,金門縣,口腔,7.8,10.59
2011,男,全國,口腔,41.88,54.71
2011,男,台北市,口腔,22.1,31.42
2011,男,台中市,口腔,43.06,51.85
2011,男,台南市,口腔,37.57,50.22
2011,男,高雄市,口腔,55.74,74.54
2011,男,基隆市,口腔,25.6,36.06
2011,男,新竹市,口腔,35.83,42.71
2011,男,嘉義市,口腔,54.32,67.44
2011,男,新北市,口腔,38.42,49.69
2011,男,桃園縣,口腔,35.33,42.62
2011,男,新竹縣,口腔,30.13,36.86
2011,男,宜蘭縣,口腔,35.49,45.79
2011,男,苗栗縣,口腔,30.47,39.83
2011,男,彰化縣,口腔,56,71.42
2011,男,南投縣,口腔,57.62,79.56
2011,男,雲林縣,口腔,57.64,80.57
2011,男,嘉義縣,口腔,63.67,89.87
2011,男,屏東縣,口腔,54.84,75.2
2011,男,澎湖縣,口腔,24.06,32.09
2011,男,花蓮縣,口腔,48.95,64.66
2011,男,台東縣,口腔,58.86,79.69
2011,男,金門縣,口腔,12.86,17.1
2011,女,全國,口腔,3.69,5.07
2011,女,台北市,口腔,3.69,5.53
2011,女,台中市,口腔,3.24,3.96
2011,女,台南市,口腔,2,3
2011,女,高雄市,口腔,3.64,5.2
2011,女,基隆市,口腔,3.32,5.3
2011,女,新竹市,口腔,5.93,7.09
2011,女,嘉義市,口腔,5.35,7.97
2011,女,新北市,口腔,3.33,4.3
2011,女,桃園縣,口腔,3.59,4.3
2011,女,新竹縣,口腔,2.89,3.58
2011,女,宜蘭縣,口腔,2.11,3.11
2011,女,苗栗縣,口腔,3.28,4.43
2011,女,彰化縣,口腔,4.19,5.67
2011,女,南投縣,口腔,1.95,3.15
2011,女,雲林縣,口腔,4.72,8.21
2011,女,嘉義縣,口腔,2.08,3.11
2011,女,屏東縣,口腔,6.1,9.04
2011,女,澎湖縣,口腔,1.6,2.11
2011,女,花蓮縣,口腔,10.61,14.67
2011,女,台東縣,口腔,12.25,19.25
2011,女,金門縣,口腔,2.02,3.9
2012,不分男女,全國,口腔,22.27,30.22
2012,不分男女,台北市,口腔,11.85,17.73
2012,不分男女,台中市,口腔,21.83,27.56
2012,不分男女,台南市,口腔,21.37,29.76
2012,不分男女,高雄市,口腔,26.67,37
2012,不分男女,基隆市,口腔,17.83,25.72
2012,不分男女,新竹市,口腔,14.9,18.35
2012,不分男女,嘉義市,口腔,25.29,35.03
2012,不分男女,新北市,口腔,19.67,26.76
2012,不分男女,桃園縣,口腔,20.77,26.11
2012,不分男女,新竹縣,口腔,15.75,19.47
2012,不分男女,宜蘭縣,口腔,20.08,27.04
2012,不分男女,苗栗縣,口腔,23.03,29.61
2012,不分男女,彰化縣,口腔,31.85,41.54
2012,不分男女,南投縣,口腔,29.42,41.14
2012,不分男女,雲林縣,口腔,31.31,44.45
2012,不分男女,嘉義縣,口腔,31.77,45.15
2012,不分男女,屏東縣,口腔,31.88,44.27
2012,不分男女,澎湖縣,口腔,16.37,21.25
2012,不分男女,花蓮縣,口腔,32.38,46.24
2012,不分男女,台東縣,口腔,37.86,53.48
2012,不分男女,金門縣,口腔,5.98,7.96
2012,男,全國,口腔,41.73,55.36
2012,男,台北市,口腔,21.68,30.89
2012,男,台中市,口腔,41.64,51.01
2012,男,台南市,口腔,39.87,54.81
2012,男,高雄市,口腔,51.04,69.1
2012,男,基隆市,口腔,33.28,47.38
2012,男,新竹市,口腔,28.18,33.68
2012,男,嘉義市,口腔,47.08,63.12
2012,男,新北市,口腔,37.32,49.11
2012,男,桃園縣,口腔,38.06,46.83
2012,男,新竹縣,口腔,27.9,34.22
2012,男,宜蘭縣,口腔,37,49.73
2012,男,苗栗縣,口腔,40.01,51.44
2012,男,彰化縣,口腔,60.05,77.64
2012,男,南投縣,口腔,54.28,75.57
2012,男,雲林縣,口腔,56.11,80.16
2012,男,嘉義縣,口腔,56.71,82.31
2012,男,屏東縣,口腔,57.52,79.18
2012,男,澎湖縣,口腔,31.23,41.32
2012,男,花蓮縣,口腔,59.07,82.53
2012,男,台東縣,口腔,63.42,88.28
2012,男,金門縣,口腔,12.07,15.77
2012,女,全國,口腔,3.56,5.02
2012,女,台北市,口腔,3.33,5.55
2012,女,台中市,口腔,3.5,4.44
2012,女,台南市,口腔,3.08,4.48
2012,女,高雄市,口腔,3.57,4.96
2012,女,基隆市,口腔,2.79,3.74
2012,女,新竹市,口腔,2.55,3.27
2012,女,嘉義市,口腔,5.52,7.96
2012,女,新北市,口腔,3.62,4.92
2012,女,桃園縣,口腔,4.3,5.15
2012,女,新竹縣,口腔,2.92,3.92
2012,女,宜蘭縣,口腔,2.61,3.55
2012,女,苗栗縣,口腔,4.27,6.24
2012,女,彰化縣,口腔,2.55,3.63
2012,女,南投縣,口腔,3.16,4.75
2012,女,雲林縣,口腔,3.03,5.58
2012,女,嘉義縣,口腔,3.01,4.7
2012,女,屏東縣,口腔,4.72,7.42
2012,女,花蓮縣,口腔,5.02,7.97
2012,女,台東縣,口腔,10.3,15.68
